ID,出现概率,类型,随机次数,掉落组1
6022,10000,1,1,10000:110:25:25;10000:12144:1:1;10000:139:1:1;10000:520:2:2;10000:116:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:584:1:1
6023,10000,1,1,10000:100:50:50;10000:687:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:585:1:1
6024,10000,1,1,10000:110:30:30;10000:12144:1:1;10000:139:1:1;10000:520:2:2;10000:116:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:586:1:1
6025,10000,1,1,10000:100:60:60;10000:687:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:587:1:1
6026,10000,1,1,10000:110:35:35;10000:12144:1:1;10000:139:1:1;10000:520:2:2;10000:116:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:588:1:1
6027,10000,1,1,10000:100:70:70;10000:687:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:589:1:1
6028,10000,1,1,10000:110:40:40;10000:12144:1:1;10000:139:1:1;10000:520:2:2;10000:116:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:590:1:1
6029,10000,1,1,10000:100:80:80;10000:688:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:591:1:1
6030,10000,1,1,10000:110:40:40;10000:688:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000;10000:592:1:1
6031,10000,1,1,10000:100:80:80;10000:688:1:1;10000:138:1:1;10000:520:2:2;10000:115:50:50;10000:136:1:1;10000:26:3280:3280;10000:2:2000:2000
6040,10000,1,1,10000:844:1:1;10000:596:1:1
6041,10000,1,1,10000:844:1:1;10000:597:1:1;10000:141:2:2
6042,10000,1,1,10000:844:1:1;10000:141:4:4
6043,10000,1,1,10000:849:1:1;10000:15019:1:1
6044,10000,1,1,10000:849:1:1;10000:15020:1:1;10000:141:2:2
6045,10000,1,1,10000:849:1:1;10000:141:4:4
6046,10000,1,1,10000:831:1:1;10000:15022:1:1
6047,10000,1,1,10000:831:1:1;10000:15023:1:1;10000:141:2:2
6048,10000,1,1,10000:831:1:1;10000:141:4:4
6049,10000,1,1,10000:15043:1:1;10000:15046:1:1;10000:2:520:520;10000:687:1:1
6050,10000,0,1,4000:14200:1:1;4000:14201:1:1;4000:14202:1:1;4000:14203:1:1;4000:14204:1:1;4000:14205:1:1;4000:14206:1:1;4000:14207:1:1;4000:14208:1:1;4000:14209:1:1;5000:14210:1:1;5000:14211:1:1;5000:14212:1:1;5000:14213:1:1;5000:14214:1:1;5000:14215:1:1;5000:14216:1:1;5000:14217:1:1;5000:14218:1:1;5000:14219:1:1;4000:14220:1:1;4000:14221:1:1;4000:14222:1:1;4000:14223:1:1;4000:14224:1:1;4000:14225:1:1;4000:14226:1:1;4000:14227:1:1;4000:14228:1:1;4000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2000:14250:1:1;2000:14251:1:1;2000:14252:1:1;2000:14253:1:1;2000:14254:1:1;2000:14255:1:1;2000:14256:1:1;2000:14257:1:1;2000:14258:1:1;2000:14259:1:1;1000:14260:1:1;1000:14261:1:1;1000:14262:1:1;1000:14263:1:1;1000:14264:1:1;1000:14265:1:1;1000:14266:1:1;1000:14267:1:1;1000:14268:1:1;1000:14269:1:1;200:14270:1:1;200:14271:1:1;200:14272:1:1;200:14273:1:1;200:14274:1:1;200:14275:1:1;200:14276:1:1;200:14277:1:1;200:14278:1:1;200:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6051,10000,0,1,4000:14200:1:1;4000:14201:1:1;4000:14202:1:1;4000:14203:1:1;4000:14204:1:1;4000:14205:1:1;4000:14206:1:1;4000:14207:1:1;4000:14208:1:1;4000:14209:1:1;
6052,10000,0,1,5000:14210:1:1;5000:14211:1:1;5000:14212:1:1;5000:14213:1:1;5000:14214:1:1;5000:14215:1:1;5000:14216:1:1;5000:14217:1:1;5000:14218:1:1;5000:14219:1:1;4000:14220:1:1;4000:14221:1:1;4000:14222:1:1;4000:14223:1:1;4000:14224:1:1;4000:14225:1:1;4000:14226:1:1;4000:14227:1:1;4000:14228:1:1;4000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;
6053,10000,0,1,3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2000:14250:1:1;2000:14251:1:1;2000:14252:1:1;2000:14253:1:1;2000:14254:1:1;2000:14255:1:1;2000:14256:1:1;2000:14257:1:1;2000:14258:1:1;2000:14259:1:1;1000:14260:1:1;1000:14261:1:1;1000:14262:1:1;1000:14263:1:1;1000:14264:1:1;1000:14265:1:1;1000:14266:1:1;1000:14267:1:1;1000:14268:1:1;1000:14269:1:1;200:14270:1:1;200:14271:1:1;200:14272:1:1;200:14273:1:1;200:14274:1:1;200:14275:1:1;200:14276:1:1;200:14277:1:1;200:14278:1:1;200:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6054,10000,0,1,3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2000:14250:1:1;2000:14251:1:1;2000:14252:1:1;2000:14253:1:1;2000:14254:1:1;2000:14255:1:1;2000:14256:1:1;2000:14257:1:1;2000:14258:1:1;2000:14259:1:1;1000:14260:1:1;1000:14261:1:1;1000:14262:1:1;1000:14263:1:1;1000:14264:1:1;1000:14265:1:1;1000:14266:1:1;1000:14267:1:1;1000:14268:1:1;1000:14269:1:1;50:14270:1:1;50:14271:1:1;50:14272:1:1;50:14273:1:1;50:14274:1:1;50:14275:1:1;50:14276:1:1;50:14277:1:1;50:14278:1:1;50:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6055,10000,0,1,2000:14200:1:1;2000:14201:1:1;2000:14202:1:1;2000:14203:1:1;2000:14204:1:1;2000:14205:1:1;2000:14206:1:1;2000:14207:1:1;2000:14208:1:1;2000:14209:1:1;3000:14210:1:1;3000:14211:1:1;3000:14212:1:1;3000:14213:1:1;3000:14214:1:1;3000:14215:1:1;3000:14216:1:1;3000:14217:1:1;3000:14218:1:1;3000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;400:14270:1:1;400:14271:1:1;400:14272:1:1;400:14273:1:1;400:14274:1:1;400:14275:1:1;400:14276:1:1;400:14277:1:1;400:14278:1:1;400:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6056,10000,0,1,2000:14200:1:1;2000:14201:1:1;2000:14202:1:1;2000:14203:1:1;2000:14204:1:1;2000:14205:1:1;2000:14206:1:1;2000:14207:1:1;2000:14208:1:1;2000:14209:1:1;
6057,10000,0,1,3000:14210:1:1;3000:14211:1:1;3000:14212:1:1;3000:14213:1:1;3000:14214:1:1;3000:14215:1:1;3000:14216:1:1;3000:14217:1:1;3000:14218:1:1;3000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;
6058,10000,0,1,3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;400:14270:1:1;400:14271:1:1;400:14272:1:1;400:14273:1:1;400:14274:1:1;400:14275:1:1;400:14276:1:1;400:14277:1:1;400:14278:1:1;400:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6059,10000,0,1,3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;100:14270:1:1;100:14271:1:1;100:14272:1:1;100:14273:1:1;100:14274:1:1;100:14275:1:1;100:14276:1:1;100:14277:1:1;100:14278:1:1;100:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6060,10000,0,1,1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;
6061,10000,0,1,2000:14200:1:1;2000:14201:1:1;2000:14202:1:1;2000:14203:1:1;2000:14204:1:1;2000:14205:1:1;2000:14206:1:1;2000:14207:1:1;2000:14208:1:1;2000:14209:1:1;3000:14210:1:1;3000:14211:1:1;3000:14212:1:1;3000:14213:1:1;3000:14214:1:1;3000:14215:1:1;3000:14216:1:1;3000:14217:1:1;3000:14218:1:1;3000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14290:1:1;3000:14291:1:1;3000:14292:1:1;3000:14293:1:1;3000:14294:1:1;3000:14295:1:1;3000:14296:1:1;3000:14297:1:1;3000:14298:1:1;3000:14299:1:1;2500:14300:1:1;2500:14301:1:1;2500:14302:1:1;2500:14303:1:1;2500:14304:1:1;2500:14305:1:1;2500:14306:1:1;2500:14307:1:1;2500:14308:1:1;2500:14309:1:1;1500:14310:1:1;1500:14311:1:1;1500:14312:1:1;1500:14313:1:1;1500:14314:1:1;1500:14315:1:1;1500:14316:1:1;1500:14317:1:1;1500:14318:1:1;1500:14319:1:1;500:14320:1:1;500:14321:1:1;500:14322:1:1;500:14323:1:1;500:14324:1:1;500:14325:1:1;500:14326:1:1;500:14327:1:1;500:14328:1:1;500:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6062,10000,0,1,3000:14290:1:1;3000:14291:1:1;3000:14292:1:1;3000:14293:1:1;3000:14294:1:1;3000:14295:1:1;3000:14296:1:1;3000:14297:1:1;3000:14298:1:1;3000:14299:1:1;2500:14300:1:1;2500:14301:1:1;2500:14302:1:1;2500:14303:1:1;2500:14304:1:1;2500:14305:1:1;2500:14306:1:1;2500:14307:1:1;2500:14308:1:1;2500:14309:1:1;1500:14310:1:1;1500:14311:1:1;1500:14312:1:1;1500:14313:1:1;1500:14314:1:1;1500:14315:1:1;1500:14316:1:1;1500:14317:1:1;1500:14318:1:1;1500:14319:1:1;500:14320:1:1;500:14321:1:1;500:14322:1:1;500:14323:1:1;500:14324:1:1;500:14325:1:1;500:14326:1:1;500:14327:1:1;500:14328:1:1;500:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6063,10000,0,1,1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6064,10000,0,1,4000:14200:1:1;4000:14201:1:1;4000:14202:1:1;4000:14203:1:1;4000:14204:1:1;4000:14205:1:1;4000:14206:1:1;4000:14207:1:1;4000:14208:1:1;4000:14209:1:1;5000:14210:1:1;5000:14211:1:1;5000:14212:1:1;5000:14213:1:1;5000:14214:1:1;5000:14215:1:1;5000:14216:1:1;5000:14217:1:1;5000:14218:1:1;5000:14219:1:1;4000:14220:1:1;4000:14221:1:1;4000:14222:1:1;4000:14223:1:1;4000:14224:1:1;4000:14225:1:1;4000:14226:1:1;4000:14227:1:1;4000:14228:1:1;4000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;2500:14240:1:1;2500:14241:1:1;2500:14242:1:1;2500:14243:1:1;2500:14244:1:1;2500:14245:1:1;2500:14246:1:1;2500:14247:1:1;2500:14248:1:1;2500:14249:1:1;2000:14250:1:1;2000:14251:1:1;2000:14252:1:1;2000:14253:1:1;2000:14254:1:1;2000:14255:1:1;2000:14256:1:1;2000:14257:1:1;2000:14258:1:1;2000:14259:1:1;1000:14260:1:1;1000:14261:1:1;1000:14262:1:1;1000:14263:1:1;1000:14264:1:1;1000:14265:1:1;1000:14266:1:1;1000:14267:1:1;1000:14268:1:1;1000:14269:1:1;200:14270:1:1;200:14271:1:1;200:14272:1:1;200:14273:1:1;200:14274:1:1;200:14275:1:1;200:14276:1:1;200:14277:1:1;200:14278:1:1;200:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;2000:14290:1:1;2000:14291:1:1;2000:14292:1:1;2000:14293:1:1;2000:14294:1:1;2000:14295:1:1;2000:14296:1:1;2000:14297:1:1;2000:14298:1:1;2000:14299:1:1;1800:14300:1:1;1800:14301:1:1;1800:14302:1:1;1800:14303:1:1;1800:14304:1:1;1800:14305:1:1;1800:14306:1:1;1800:14307:1:1;1800:14308:1:1;1800:14309:1:1;1000:14310:1:1;1000:14311:1:1;1000:14312:1:1;1000:14313:1:1;1000:14314:1:1;1000:14315:1:1;1000:14316:1:1;1000:14317:1:1;1000:14318:1:1;1000:14319:1:1;200:14320:1:1;200:14321:1:1;200:14322:1:1;200:14323:1:1;200:14324:1:1;200:14325:1:1;200:14326:1:1;200:14327:1:1;200:14328:1:1;200:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6065,10000,0,1,2500:14240:1:1;2500:14241:1:1;2500:14242:1:1;2500:14243:1:1;2500:14244:1:1;2500:14245:1:1;2500:14246:1:1;2500:14247:1:1;2500:14248:1:1;2500:14249:1:1;2000:14250:1:1;2000:14251:1:1;2000:14252:1:1;2000:14253:1:1;2000:14254:1:1;2000:14255:1:1;2000:14256:1:1;2000:14257:1:1;2000:14258:1:1;2000:14259:1:1;1000:14260:1:1;1000:14261:1:1;1000:14262:1:1;1000:14263:1:1;1000:14264:1:1;1000:14265:1:1;1000:14266:1:1;1000:14267:1:1;1000:14268:1:1;1000:14269:1:1;200:14270:1:1;200:14271:1:1;200:14272:1:1;200:14273:1:1;200:14274:1:1;200:14275:1:1;200:14276:1:1;200:14277:1:1;200:14278:1:1;200:14279:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;2000:14290:1:1;2000:14291:1:1;2000:14292:1:1;2000:14293:1:1;2000:14294:1:1;2000:14295:1:1;2000:14296:1:1;2000:14297:1:1;2000:14298:1:1;2000:14299:1:1;1800:14300:1:1;1800:14301:1:1;1800:14302:1:1;1800:14303:1:1;1800:14304:1:1;1800:14305:1:1;1800:14306:1:1;1800:14307:1:1;1800:14308:1:1;1800:14309:1:1;1000:14310:1:1;1000:14311:1:1;1000:14312:1:1;1000:14313:1:1;1000:14314:1:1;1000:14315:1:1;1000:14316:1:1;1000:14317:1:1;1000:14318:1:1;1000:14319:1:1;200:14320:1:1;200:14321:1:1;200:14322:1:1;200:14323:1:1;200:14324:1:1;200:14325:1:1;200:14326:1:1;200:14327:1:1;200:14328:1:1;200:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6067,10000,0,1,3500:14200:1:1;3500:14201:1:1;3500:14202:1:1;3500:14203:1:1;3500:14204:1:1;3500:14205:1:1;3500:14206:1:1;3500:14207:1:1;3500:14208:1:1;3500:14209:1:1;5000:14210:1:1;5000:14211:1:1;5000:14212:1:1;5000:14213:1:1;5000:14214:1:1;5000:14215:1:1;5000:14216:1:1;5000:14217:1:1;5000:14218:1:1;5000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;300:14270:1:1;300:14271:1:1;300:14272:1:1;300:14273:1:1;300:14274:1:1;300:14275:1:1;300:14276:1:1;300:14277:1:1;300:14278:1:1;300:14279:1:1;10:14280:1:1;10:14281:1:1;10:14282:1:1;10:14283:1:1;10:14284:1:1;10:14285:1:1;10:14286:1:1;10:14287:1:1;10:14288:1:1;10:14289:1:1;2500:14290:1:1;2500:14291:1:1;2500:14292:1:1;2500:14293:1:1;2500:14294:1:1;2500:14295:1:1;2500:14296:1:1;2500:14297:1:1;2500:14298:1:1;2500:14299:1:1;2000:14300:1:1;2000:14301:1:1;2000:14302:1:1;2000:14303:1:1;2000:14304:1:1;2000:14305:1:1;2000:14306:1:1;2000:14307:1:1;2000:14308:1:1;2000:14309:1:1;1500:14310:1:1;1500:14311:1:1;1500:14312:1:1;1500:14313:1:1;1500:14314:1:1;1500:14315:1:1;1500:14316:1:1;1500:14317:1:1;1500:14318:1:1;1500:14319:1:1;300:14320:1:1;300:14321:1:1;300:14322:1:1;300:14323:1:1;300:14324:1:1;300:14325:1:1;300:14326:1:1;300:14327:1:1;300:14328:1:1;300:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6068,10000,0,1,3000:14240:1:1;3000:14241:1:1;3000:14242:1:1;3000:14243:1:1;3000:14244:1:1;3000:14245:1:1;3000:14246:1:1;3000:14247:1:1;3000:14248:1:1;3000:14249:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;300:14270:1:1;300:14271:1:1;300:14272:1:1;300:14273:1:1;300:14274:1:1;300:14275:1:1;300:14276:1:1;300:14277:1:1;300:14278:1:1;300:14279:1:1;10:14280:1:1;10:14281:1:1;10:14282:1:1;10:14283:1:1;10:14284:1:1;10:14285:1:1;10:14286:1:1;10:14287:1:1;10:14288:1:1;10:14289:1:1;2500:14290:1:1;2500:14291:1:1;2500:14292:1:1;2500:14293:1:1;2500:14294:1:1;2500:14295:1:1;2500:14296:1:1;2500:14297:1:1;2500:14298:1:1;2500:14299:1:1;2000:14300:1:1;2000:14301:1:1;2000:14302:1:1;2000:14303:1:1;2000:14304:1:1;2000:14305:1:1;2000:14306:1:1;2000:14307:1:1;2000:14308:1:1;2000:14309:1:1;1500:14310:1:1;1500:14311:1:1;1500:14312:1:1;1500:14313:1:1;1500:14314:1:1;1500:14315:1:1;1500:14316:1:1;1500:14317:1:1;1500:14318:1:1;1500:14319:1:1;300:14320:1:1;300:14321:1:1;300:14322:1:1;300:14323:1:1;300:14324:1:1;300:14325:1:1;300:14326:1:1;300:14327:1:1;300:14328:1:1;300:14329:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6069,10000,0,1,1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;
6070,10000,0,1,2000:14200:1:1;2000:14201:1:1;2000:14202:1:1;2000:14203:1:1;2000:14204:1:1;2000:14205:1:1;2000:14206:1:1;2000:14207:1:1;2000:14208:1:1;2000:14209:1:1;3000:14210:1:1;3000:14211:1:1;3000:14212:1:1;3000:14213:1:1;3000:14214:1:1;3000:14215:1:1;3000:14216:1:1;3000:14217:1:1;3000:14218:1:1;3000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14340:1:1;3000:14341:1:1;3000:14342:1:1;3000:14343:1:1;3000:14344:1:1;3000:14345:1:1;3000:14346:1:1;3000:14347:1:1;3000:14348:1:1;3000:14349:1:1;2500:14350:1:1;2500:14351:1:1;2500:14352:1:1;2500:14353:1:1;2500:14354:1:1;2500:14355:1:1;2500:14356:1:1;2500:14357:1:1;2500:14358:1:1;2500:14359:1:1;1500:14360:1:1;1500:14361:1:1;1500:14362:1:1;1500:14363:1:1;1500:14364:1:1;1500:14365:1:1;1500:14366:1:1;1500:14367:1:1;1500:14368:1:1;1500:14369:1:1;500:14370:1:1;500:14371:1:1;500:14372:1:1;500:14373:1:1;500:14374:1:1;500:14375:1:1;500:14376:1:1;500:14377:1:1;500:14378:1:1;500:14379:1:1;1:14380:1:1;1:14381:1:1;1:14382:1:1;1:14383:1:1;1:14384:1:1;1:14385:1:1;1:14386:1:1;1:14387:1:1;1:14388:1:1;1:14389:1:1;
6071,10000,0,1,3000:14340:1:1;3000:14341:1:1;3000:14342:1:1;3000:14343:1:1;3000:14344:1:1;3000:14345:1:1;3000:14346:1:1;3000:14347:1:1;3000:14348:1:1;3000:14349:1:1;2500:14350:1:1;2500:14351:1:1;2500:14352:1:1;2500:14353:1:1;2500:14354:1:1;2500:14355:1:1;2500:14356:1:1;2500:14357:1:1;2500:14358:1:1;2500:14359:1:1;1500:14360:1:1;1500:14361:1:1;1500:14362:1:1;1500:14363:1:1;1500:14364:1:1;1500:14365:1:1;1500:14366:1:1;1500:14367:1:1;1500:14368:1:1;1500:14369:1:1;500:14370:1:1;500:14371:1:1;500:14372:1:1;500:14373:1:1;500:14374:1:1;500:14375:1:1;500:14376:1:1;500:14377:1:1;500:14378:1:1;500:14379:1:1;1:14380:1:1;1:14381:1:1;1:14382:1:1;1:14383:1:1;1:14384:1:1;1:14385:1:1;1:14386:1:1;1:14387:1:1;1:14388:1:1;1:14389:1:1;
6072,10000,0,1,1:14380:1:1;1:14381:1:1;1:14382:1:1;1:14383:1:1;1:14384:1:1;1:14385:1:1;1:14386:1:1;1:14387:1:1;1:14388:1:1;1:14389:1:1;
