固定ID,SP消耗,技能ID,技能等级
42001066,24,42001,66
42001067,24,42001,67
42001068,24,42001,68
42001069,25,42001,69
42001070,25,42001,70
42001071,25,42001,71
42001072,25,42001,72
42001073,26,42001,73
42001074,26,42001,74
42001075,26,42001,75
42001076,27,42001,76
42001077,27,42001,77
42001078,27,42001,78
42001079,27,42001,79
42001080,28,42001,80
42001081,28,42001,81
42001082,28,42001,82
42001083,28,42001,83
42001084,29,42001,84
42001085,29,42001,85
42001086,29,42001,86
42001087,30,42001,87
42001088,30,42001,88
42001089,30,42001,89
42001090,30,42001,90
42001091,31,42001,91
42001092,31,42001,92
42001093,31,42001,93
42001094,32,42001,94
42001095,32,42001,95
42001096,32,42001,96
42001097,32,42001,97
42001098,33,42001,98
42001099,33,42001,99
42001100,33,42001,100
42100001,6,42100,1
42100002,6,42100,2
42100003,6,42100,3
42100004,6,42100,4
42100005,7,42100,5
42100006,7,42100,6
42100007,7,42100,7
42100008,7,42100,8
42100009,8,42100,9
42100010,8,42100,10
42100011,8,42100,11
42100012,9,42100,12
42100013,9,42100,13
42100014,9,42100,14
42100015,9,42100,15
42100016,10,42100,16
42100017,10,42100,17
42100018,10,42100,18
42100019,11,42100,19
42100020,11,42100,20
42100021,11,42100,21
42100022,11,42100,22
42100023,12,42100,23
42100024,12,42100,24
42100025,12,42100,25
42100026,13,42100,26
42100027,13,42100,27
42100028,13,42100,28
42100029,13,42100,29
42100030,14,42100,30
42100031,14,42100,31
42100032,14,42100,32
42100033,14,42100,33
42100034,15,42100,34
42100035,15,42100,35
42100036,15,42100,36
42100037,16,42100,37
42100038,16,42100,38
42100039,16,42100,39
42100040,16,42100,40
42100041,17,42100,41
42100042,17,42100,42
42100043,17,42100,43
42100044,18,42100,44
42100045,18,42100,45
42100046,18,42100,46
42100047,18,42100,47
42100048,19,42100,48
42100049,19,42100,49
42100050,19,42100,50
42100051,20,42100,51
42100052,20,42100,52
42100053,20,42100,53
42100054,20,42100,54
42100055,21,42100,55
42100056,21,42100,56
42100057,21,42100,57
42100058,21,42100,58
42100059,22,42100,59
42100060,22,42100,60
42100061,22,42100,61
42100062,23,42100,62
42100063,23,42100,63
42100064,23,42100,64
42100065,23,42100,65
42100066,24,42100,66
42100067,24,42100,67
42100068,24,42100,68
42100069,25,42100,69
42100070,25,42100,70
42100071,25,42100,71
42100072,25,42100,72
42100073,26,42100,73
42100074,26,42100,74
42100075,26,42100,75
42100076,27,42100,76
42100077,27,42100,77
42100078,27,42100,78
42100079,27,42100,79
42100080,28,42100,80
42100081,28,42100,81
42100082,28,42100,82
42100083,28,42100,83
42100084,29,42100,84
42100085,29,42100,85
42100086,29,42100,86
42100087,30,42100,87
42100088,30,42100,88
42100089,30,42100,89
42100090,30,42100,90
42100091,31,42100,91
42100092,31,42100,92
42100093,31,42100,93
42100094,32,42100,94
42100095,32,42100,95
42100096,32,42100,96
42100097,32,42100,97
42100098,33,42100,98
42100099,33,42100,99
42100100,33,42100,100
42101001,6,42101,1
42101002,6,42101,2
42101003,6,42101,3
42101004,6,42101,4
42101005,7,42101,5
42101006,7,42101,6
42101007,7,42101,7
42101008,7,42101,8
42101009,8,42101,9
42101010,8,42101,10
42101011,8,42101,11
42101012,9,42101,12
42101013,9,42101,13
42101014,9,42101,14
42101015,9,42101,15
42101016,10,42101,16
42101017,10,42101,17
42101018,10,42101,18
42101019,11,42101,19
42101020,11,42101,20
42101021,11,42101,21
42101022,11,42101,22
42101023,12,42101,23
42101024,12,42101,24
42101025,12,42101,25
42101026,13,42101,26
42101027,13,42101,27
42101028,13,42101,28
42101029,13,42101,29
42101030,14,42101,30
42101031,14,42101,31
42101032,14,42101,32
42101033,14,42101,33
42101034,15,42101,34
42101035,15,42101,35
42101036,15,42101,36
42101037,16,42101,37
42101038,16,42101,38
42101039,16,42101,39
42101040,16,42101,40
42101041,17,42101,41
42101042,17,42101,42
42101043,17,42101,43
42101044,18,42101,44
42101045,18,42101,45
42101046,18,42101,46
42101047,18,42101,47
42101048,19,42101,48
42101049,19,42101,49
42101050,19,42101,50
42101051,20,42101,51
42101052,20,42101,52
42101053,20,42101,53
42101054,20,42101,54
42101055,21,42101,55
42101056,21,42101,56
42101057,21,42101,57
42101058,21,42101,58
42101059,22,42101,59
42101060,22,42101,60
42101061,22,42101,61
42101062,23,42101,62
42101063,23,42101,63
42101064,23,42101,64
42101065,23,42101,65
42101066,24,42101,66
42101067,24,42101,67
42101068,24,42101,68
42101069,25,42101,69
42101070,25,42101,70
42101071,25,42101,71
42101072,25,42101,72
42101073,26,42101,73
42101074,26,42101,74
42101075,26,42101,75
42101076,27,42101,76
42101077,27,42101,77
42101078,27,42101,78
42101079,27,42101,79
42101080,28,42101,80
42101081,28,42101,81
42101082,28,42101,82
42101083,28,42101,83
42101084,29,42101,84
42101085,29,42101,85
42101086,29,42101,86
42101087,30,42101,87
42101088,30,42101,88
42101089,30,42101,89
42101090,30,42101,90
42101091,31,42101,91
42101092,31,42101,92
42101093,31,42101,93
42101094,32,42101,94
42101095,32,42101,95
42101096,32,42101,96
42101097,32,42101,97
42101098,33,42101,98
42101099,33,42101,99
42101100,33,42101,100
42102001,6,42102,1
42102002,6,42102,2
42102003,6,42102,3
42102004,6,42102,4
42102005,7,42102,5
42102006,7,42102,6
42102007,7,42102,7
42102008,7,42102,8
42102009,8,42102,9
42102010,8,42102,10
42102011,8,42102,11
42102012,9,42102,12
42102013,9,42102,13
42102014,9,42102,14
42102015,9,42102,15
42102016,10,42102,16
42102017,10,42102,17
42102018,10,42102,18
42102019,11,42102,19
42102020,11,42102,20
42102021,11,42102,21
42102022,11,42102,22
42102023,12,42102,23
42102024,12,42102,24
42102025,12,42102,25
42102026,13,42102,26
42102027,13,42102,27
42102028,13,42102,28
42102029,13,42102,29
42102030,14,42102,30
42102031,14,42102,31
42102032,14,42102,32
42102033,14,42102,33
42102034,15,42102,34
42102035,15,42102,35
42102036,15,42102,36
42102037,16,42102,37
42102038,16,42102,38
42102039,16,42102,39
42102040,16,42102,40
42102041,17,42102,41
42102042,17,42102,42
42102043,17,42102,43
42102044,18,42102,44
42102045,18,42102,45
42102046,18,42102,46
42102047,18,42102,47
42102048,19,42102,48
42102049,19,42102,49
42102050,19,42102,50
42102051,20,42102,51
42102052,20,42102,52
42102053,20,42102,53
42102054,20,42102,54
42102055,21,42102,55
42102056,21,42102,56
42102057,21,42102,57
42102058,21,42102,58
42102059,22,42102,59
42102060,22,42102,60
42102061,22,42102,61
42102062,23,42102,62
42102063,23,42102,63
42102064,23,42102,64
42102065,23,42102,65
42102066,24,42102,66
42102067,24,42102,67
42102068,24,42102,68
42102069,25,42102,69
42102070,25,42102,70
42102071,25,42102,71
42102072,25,42102,72
42102073,26,42102,73
42102074,26,42102,74
42102075,26,42102,75
42102076,27,42102,76
42102077,27,42102,77
42102078,27,42102,78
42102079,27,42102,79
42102080,28,42102,80
42102081,28,42102,81
42102082,28,42102,82
42102083,28,42102,83
42102084,29,42102,84
42102085,29,42102,85
42102086,29,42102,86
42102087,30,42102,87
42102088,30,42102,88
42102089,30,42102,89
42102090,30,42102,90
42102091,31,42102,91
42102092,31,42102,92
42102093,31,42102,93
42102094,32,42102,94
42102095,32,42102,95
42102096,32,42102,96
42102097,32,42102,97
42102098,33,42102,98
42102099,33,42102,99
42102100,33,42102,100
42103001,6,42103,1
42103002,6,42103,2
42103003,6,42103,3
42103004,6,42103,4
42103005,7,42103,5
42103006,7,42103,6
42103007,7,42103,7
42103008,7,42103,8
42103009,8,42103,9
42103010,8,42103,10
42103011,8,42103,11
42103012,9,42103,12
42103013,9,42103,13
42103014,9,42103,14
42103015,9,42103,15
42103016,10,42103,16
42103017,10,42103,17
42103018,10,42103,18
42103019,11,42103,19
42103020,11,42103,20
42103021,11,42103,21
42103022,11,42103,22
42103023,12,42103,23
42103024,12,42103,24
42103025,12,42103,25
42103026,13,42103,26
42103027,13,42103,27
42103028,13,42103,28
42103029,13,42103,29
42103030,14,42103,30
42103031,14,42103,31
42103032,14,42103,32
42103033,14,42103,33
42103034,15,42103,34
42103035,15,42103,35
42103036,15,42103,36
42103037,16,42103,37
42103038,16,42103,38
42103039,16,42103,39
42103040,16,42103,40
42103041,17,42103,41
42103042,17,42103,42
42103043,17,42103,43
42103044,18,42103,44
42103045,18,42103,45
42103046,18,42103,46
42103047,18,42103,47
42103048,19,42103,48
42103049,19,42103,49
42103050,19,42103,50
42103051,20,42103,51
42103052,20,42103,52
42103053,20,42103,53
42103054,20,42103,54
42103055,21,42103,55
42103056,21,42103,56
42103057,21,42103,57
42103058,21,42103,58
42103059,22,42103,59
42103060,22,42103,60
42103061,22,42103,61
42103062,23,42103,62
42103063,23,42103,63
42103064,23,42103,64
42103065,23,42103,65
42103066,24,42103,66
42103067,24,42103,67
42103068,24,42103,68
42103069,25,42103,69
42103070,25,42103,70
42103071,25,42103,71
42103072,25,42103,72
42103073,26,42103,73
42103074,26,42103,74
42103075,26,42103,75
42103076,27,42103,76
42103077,27,42103,77
42103078,27,42103,78
42103079,27,42103,79
42103080,28,42103,80
42103081,28,42103,81
42103082,28,42103,82
42103083,28,42103,83
42103084,29,42103,84
42103085,29,42103,85
42103086,29,42103,86
42103087,30,42103,87
42103088,30,42103,88
42103089,30,42103,89
42103090,30,42103,90
42103091,31,42103,91
42103092,31,42103,92
42103093,31,42103,93
42103094,32,42103,94
42103095,32,42103,95
42103096,32,42103,96
42103097,32,42103,97
42103098,33,42103,98
42103099,33,42103,99
42103100,33,42103,100
42104001,6,42104,1
42104002,6,42104,2
42104003,6,42104,3
42104004,6,42104,4
42104005,7,42104,5
42104006,7,42104,6
42104007,7,42104,7
42104008,7,42104,8
42104009,8,42104,9
42104010,8,42104,10
42104011,8,42104,11
42104012,9,42104,12
42104013,9,42104,13
42104014,9,42104,14
42104015,9,42104,15
42104016,10,42104,16
42104017,10,42104,17
42104018,10,42104,18
42104019,11,42104,19
42104020,11,42104,20
42104021,11,42104,21
42104022,11,42104,22
42104023,12,42104,23
42104024,12,42104,24
42104025,12,42104,25
42104026,13,42104,26
42104027,13,42104,27
42104028,13,42104,28
42104029,13,42104,29
42104030,14,42104,30
42104031,14,42104,31
42104032,14,42104,32
42104033,14,42104,33
42104034,15,42104,34
42104035,15,42104,35
42104036,15,42104,36
42104037,16,42104,37
42104038,16,42104,38
42104039,16,42104,39
42104040,16,42104,40
42104041,17,42104,41
42104042,17,42104,42
42104043,17,42104,43
42104044,18,42104,44
42104045,18,42104,45
42104046,18,42104,46
42104047,18,42104,47
42104048,19,42104,48
42104049,19,42104,49
42104050,19,42104,50
42104051,20,42104,51
42104052,20,42104,52
42104053,20,42104,53
42104054,20,42104,54
42104055,21,42104,55
42104056,21,42104,56
42104057,21,42104,57
42104058,21,42104,58
42104059,22,42104,59
42104060,22,42104,60
42104061,22,42104,61
42104062,23,42104,62
42104063,23,42104,63
42104064,23,42104,64
42104065,23,42104,65
42104066,24,42104,66
42104067,24,42104,67
42104068,24,42104,68
42104069,25,42104,69
42104070,25,42104,70
42104071,25,42104,71
42104072,25,42104,72
42104073,26,42104,73
42104074,26,42104,74
42104075,26,42104,75
42104076,27,42104,76
42104077,27,42104,77
42104078,27,42104,78
42104079,27,42104,79
42104080,28,42104,80
42104081,28,42104,81
42104082,28,42104,82
42104083,28,42104,83
42104084,29,42104,84
42104085,29,42104,85
42104086,29,42104,86
42104087,30,42104,87
42104088,30,42104,88
42104089,30,42104,89
42104090,30,42104,90
42104091,31,42104,91
42104092,31,42104,92
42104093,31,42104,93
42104094,32,42104,94
42104095,32,42104,95
42104096,32,42104,96
42104097,32,42104,97
42104098,33,42104,98
42104099,33,42104,99
42104100,33,42104,100
42105001,6,42105,1
42105002,6,42105,2
42105003,6,42105,3
42105004,6,42105,4
42105005,7,42105,5
42105006,7,42105,6
42105007,7,42105,7
42105008,7,42105,8
42105009,8,42105,9
42105010,8,42105,10
42105011,8,42105,11
42105012,9,42105,12
42105013,9,42105,13
42105014,9,42105,14
42105015,9,42105,15
42105016,10,42105,16
42105017,10,42105,17
42105018,10,42105,18
42105019,11,42105,19
42105020,11,42105,20
42105021,11,42105,21
42105022,11,42105,22
42105023,12,42105,23
42105024,12,42105,24
42105025,12,42105,25
42105026,13,42105,26
42105027,13,42105,27
42105028,13,42105,28
42105029,13,42105,29
42105030,14,42105,30
42105031,14,42105,31
42105032,14,42105,32
42105033,14,42105,33
42105034,15,42105,34
42105035,15,42105,35
42105036,15,42105,36
42105037,16,42105,37
42105038,16,42105,38
42105039,16,42105,39
42105040,16,42105,40
42105041,17,42105,41
42105042,17,42105,42
42105043,17,42105,43
42105044,18,42105,44
42105045,18,42105,45
42105046,18,42105,46
42105047,18,42105,47
42105048,19,42105,48
42105049,19,42105,49
42105050,19,42105,50
42105051,20,42105,51
42105052,20,42105,52
42105053,20,42105,53
42105054,20,42105,54
42105055,21,42105,55
42105056,21,42105,56
42105057,21,42105,57
42105058,21,42105,58
42105059,22,42105,59
42105060,22,42105,60
42105061,22,42105,61
42105062,23,42105,62
42105063,23,42105,63
42105064,23,42105,64
42105065,23,42105,65
42105066,24,42105,66
42105067,24,42105,67
42105068,24,42105,68
42105069,25,42105,69
42105070,25,42105,70
42105071,25,42105,71
42105072,25,42105,72
42105073,26,42105,73
42105074,26,42105,74
42105075,26,42105,75
42105076,27,42105,76
42105077,27,42105,77
42105078,27,42105,78
42105079,27,42105,79
42105080,28,42105,80
42105081,28,42105,81
42105082,28,42105,82
42105083,28,42105,83
42105084,29,42105,84
42105085,29,42105,85
42105086,29,42105,86
42105087,30,42105,87
42105088,30,42105,88
42105089,30,42105,89
42105090,30,42105,90
42105091,31,42105,91
42105092,31,42105,92
42105093,31,42105,93
42105094,32,42105,94
42105095,32,42105,95
42105096,32,42105,96
42105097,32,42105,97
42105098,33,42105,98
42105099,33,42105,99
42105100,33,42105,100
42300001,6,42300,1
42300002,6,42300,2
42300003,6,42300,3
42300004,6,42300,4
42300005,7,42300,5
42300006,7,42300,6
42300007,7,42300,7
42300008,7,42300,8
42300009,8,42300,9
42300010,8,42300,10
42300011,8,42300,11
42300012,9,42300,12
42300013,9,42300,13
42300014,9,42300,14
42300015,9,42300,15
42300016,10,42300,16
42300017,10,42300,17
42300018,10,42300,18
42300019,11,42300,19
42300020,11,42300,20
42300021,11,42300,21
42300022,11,42300,22
42300023,12,42300,23
42300024,12,42300,24
42300025,12,42300,25
42300026,13,42300,26
42300027,13,42300,27
42300028,13,42300,28
42300029,13,42300,29
42300030,14,42300,30
42300031,14,42300,31
42300032,14,42300,32
42300033,14,42300,33
42300034,15,42300,34
42300035,15,42300,35
42300036,15,42300,36
42300037,16,42300,37
42300038,16,42300,38
42300039,16,42300,39
42300040,16,42300,40
42300041,17,42300,41
42300042,17,42300,42
42300043,17,42300,43
42300044,18,42300,44
42300045,18,42300,45
42300046,18,42300,46
42300047,18,42300,47
42300048,19,42300,48
42300049,19,42300,49
42300050,19,42300,50
42300051,20,42300,51
42300052,20,42300,52
42300053,20,42300,53
42300054,20,42300,54
42300055,21,42300,55
42300056,21,42300,56
42300057,21,42300,57
42300058,21,42300,58
42300059,22,42300,59
42300060,22,42300,60
42300061,22,42300,61
42300062,23,42300,62
42300063,23,42300,63
42300064,23,42300,64
42300065,23,42300,65
42300066,24,42300,66
42300067,24,42300,67
42300068,24,42300,68
42300069,25,42300,69
42300070,25,42300,70
42300071,25,42300,71
42300072,25,42300,72
42300073,26,42300,73
42300074,26,42300,74
42300075,26,42300,75
42300076,27,42300,76
42300077,27,42300,77
42300078,27,42300,78
42300079,27,42300,79
42300080,28,42300,80
42300081,28,42300,81
42300082,28,42300,82
42300083,28,42300,83
42300084,29,42300,84
42300085,29,42300,85
42300086,29,42300,86
42300087,30,42300,87
42300088,30,42300,88
42300089,30,42300,89
42300090,30,42300,90
42300091,31,42300,91
42300092,31,42300,92
42300093,31,42300,93
42300094,32,42300,94
42300095,32,42300,95
42300096,32,42300,96
42300097,32,42300,97
42300098,33,42300,98
42300099,33,42300,99
42300100,33,42300,100
42301001,6,42301,1
42301002,6,42301,2
42301003,6,42301,3
42301004,6,42301,4
42301005,7,42301,5
42301006,7,42301,6
42301007,7,42301,7
42301008,7,42301,8
42301009,8,42301,9
42301010,8,42301,10
42301011,8,42301,11
42301012,9,42301,12
42301013,9,42301,13
42301014,9,42301,14
42301015,9,42301,15
42301016,10,42301,16
42301017,10,42301,17
42301018,10,42301,18
42301019,11,42301,19
42301020,11,42301,20
42301021,11,42301,21
42301022,11,42301,22
42301023,12,42301,23
42301024,12,42301,24
42301025,12,42301,25
42301026,13,42301,26
42301027,13,42301,27
42301028,13,42301,28
42301029,13,42301,29
42301030,14,42301,30
42301031,14,42301,31
42301032,14,42301,32
42301033,14,42301,33
42301034,15,42301,34
42301035,15,42301,35
42301036,15,42301,36
42301037,16,42301,37
42301038,16,42301,38
42301039,16,42301,39
42301040,16,42301,40
42301041,17,42301,41
42301042,17,42301,42
42301043,17,42301,43
42301044,18,42301,44
42301045,18,42301,45
42301046,18,42301,46
42301047,18,42301,47
42301048,19,42301,48
42301049,19,42301,49
42301050,19,42301,50
42301051,20,42301,51
42301052,20,42301,52
42301053,20,42301,53
42301054,20,42301,54
42301055,21,42301,55
42301056,21,42301,56
42301057,21,42301,57
42301058,21,42301,58
42301059,22,42301,59
42301060,22,42301,60
42301061,22,42301,61
42301062,23,42301,62
42301063,23,42301,63
42301064,23,42301,64
42301065,23,42301,65
42301066,24,42301,66
42301067,24,42301,67
42301068,24,42301,68
42301069,25,42301,69
42301070,25,42301,70
42301071,25,42301,71
42301072,25,42301,72
42301073,26,42301,73
42301074,26,42301,74
42301075,26,42301,75
42301076,27,42301,76
42301077,27,42301,77
42301078,27,42301,78
42301079,27,42301,79
42301080,28,42301,80
42301081,28,42301,81
42301082,28,42301,82
42301083,28,42301,83
42301084,29,42301,84
42301085,29,42301,85
42301086,29,42301,86
42301087,30,42301,87
42301088,30,42301,88
42301089,30,42301,89
42301090,30,42301,90
42301091,31,42301,91
42301092,31,42301,92
42301093,31,42301,93
42301094,32,42301,94
42301095,32,42301,95
42301096,32,42301,96
42301097,32,42301,97
42301098,33,42301,98
42301099,33,42301,99
42301100,33,42301,100
42302001,6,42302,1
42302002,6,42302,2
42302003,6,42302,3
42302004,6,42302,4
42302005,7,42302,5
42302006,7,42302,6
42302007,7,42302,7
42302008,7,42302,8
42302009,8,42302,9
42302010,8,42302,10
42302011,8,42302,11
42302012,9,42302,12
42302013,9,42302,13
42302014,9,42302,14
42302015,9,42302,15
42302016,10,42302,16
42302017,10,42302,17
42302018,10,42302,18
42302019,11,42302,19
42302020,11,42302,20
42302021,11,42302,21
42302022,11,42302,22
42302023,12,42302,23
42302024,12,42302,24
42302025,12,42302,25
42302026,13,42302,26
42302027,13,42302,27
42302028,13,42302,28
42302029,13,42302,29
42302030,14,42302,30
42302031,14,42302,31
42302032,14,42302,32
42302033,14,42302,33
42302034,15,42302,34
42302035,15,42302,35
42302036,15,42302,36
42302037,16,42302,37
42302038,16,42302,38
42302039,16,42302,39
42302040,16,42302,40
42302041,17,42302,41
42302042,17,42302,42
42302043,17,42302,43
42302044,18,42302,44
42302045,18,42302,45
42302046,18,42302,46
42302047,18,42302,47
42302048,19,42302,48
42302049,19,42302,49
42302050,19,42302,50
42302051,20,42302,51
42302052,20,42302,52
42302053,20,42302,53
42302054,20,42302,54
42302055,21,42302,55
42302056,21,42302,56
42302057,21,42302,57
42302058,21,42302,58
42302059,22,42302,59
42302060,22,42302,60
42302061,22,42302,61
42302062,23,42302,62
42302063,23,42302,63
42302064,23,42302,64
42302065,23,42302,65
42302066,24,42302,66
42302067,24,42302,67
42302068,24,42302,68
42302069,25,42302,69
42302070,25,42302,70
42302071,25,42302,71
42302072,25,42302,72
42302073,26,42302,73
42302074,26,42302,74
42302075,26,42302,75
42302076,27,42302,76
42302077,27,42302,77
42302078,27,42302,78
42302079,27,42302,79
42302080,28,42302,80
42302081,28,42302,81
42302082,28,42302,82
42302083,28,42302,83
42302084,29,42302,84
42302085,29,42302,85
42302086,29,42302,86
42302087,30,42302,87
42302088,30,42302,88
42302089,30,42302,89
42302090,30,42302,90
42302091,31,42302,91
42302092,31,42302,92
42302093,31,42302,93
42302094,32,42302,94
42302095,32,42302,95
42302096,32,42302,96
42302097,32,42302,97
42302098,33,42302,98
42302099,33,42302,99
42302100,33,42302,100
42303001,6,42303,1
42303002,6,42303,2
42303003,6,42303,3
42303004,6,42303,4
42303005,7,42303,5
42303006,7,42303,6
42303007,7,42303,7
42303008,7,42303,8
42303009,8,42303,9
42303010,8,42303,10
42303011,8,42303,11
42303012,9,42303,12
42303013,9,42303,13
42303014,9,42303,14
42303015,9,42303,15
42303016,10,42303,16
42303017,10,42303,17
42303018,10,42303,18
42303019,11,42303,19
42303020,11,42303,20
42303021,11,42303,21
42303022,11,42303,22
42303023,12,42303,23
42303024,12,42303,24
42303025,12,42303,25
42303026,13,42303,26
42303027,13,42303,27
42303028,13,42303,28
42303029,13,42303,29
42303030,14,42303,30
42303031,14,42303,31
42303032,14,42303,32
42303033,14,42303,33
42303034,15,42303,34
42303035,15,42303,35
42303036,15,42303,36
42303037,16,42303,37
42303038,16,42303,38
42303039,16,42303,39
42303040,16,42303,40
42303041,17,42303,41
42303042,17,42303,42
42303043,17,42303,43
42303044,18,42303,44
42303045,18,42303,45
42303046,18,42303,46
42303047,18,42303,47
42303048,19,42303,48
42303049,19,42303,49
42303050,19,42303,50
42303051,20,42303,51
42303052,20,42303,52
42303053,20,42303,53
42303054,20,42303,54
42303055,21,42303,55
42303056,21,42303,56
42303057,21,42303,57
42303058,21,42303,58
42303059,22,42303,59
42303060,22,42303,60
42303061,22,42303,61
42303062,23,42303,62
42303063,23,42303,63
42303064,23,42303,64
42303065,23,42303,65
42303066,24,42303,66
42303067,24,42303,67
42303068,24,42303,68
42303069,25,42303,69
42303070,25,42303,70
42303071,25,42303,71
42303072,25,42303,72
42303073,26,42303,73
42303074,26,42303,74
42303075,26,42303,75
42303076,27,42303,76
42303077,27,42303,77
42303078,27,42303,78
42303079,27,42303,79
42303080,28,42303,80
42303081,28,42303,81
42303082,28,42303,82
42303083,28,42303,83
42303084,29,42303,84
42303085,29,42303,85
42303086,29,42303,86
42303087,30,42303,87
42303088,30,42303,88
42303089,30,42303,89
42303090,30,42303,90
42303091,31,42303,91
42303092,31,42303,92
42303093,31,42303,93
42303094,32,42303,94
42303095,32,42303,95
42303096,32,42303,96
42303097,32,42303,97
42303098,33,42303,98
42303099,33,42303,99
42303100,33,42303,100
42304001,6,42304,1
42304002,6,42304,2
42304003,6,42304,3
42304004,6,42304,4
42304005,7,42304,5
42304006,7,42304,6
42304007,7,42304,7
42304008,7,42304,8
42304009,8,42304,9
42304010,8,42304,10
42304011,8,42304,11
42304012,9,42304,12
42304013,9,42304,13
42304014,9,42304,14
42304015,9,42304,15
42304016,10,42304,16
42304017,10,42304,17
42304018,10,42304,18
42304019,11,42304,19
42304020,11,42304,20
42304021,11,42304,21
42304022,11,42304,22
42304023,12,42304,23
42304024,12,42304,24
42304025,12,42304,25
42304026,13,42304,26
42304027,13,42304,27
42304028,13,42304,28
42304029,13,42304,29
42304030,14,42304,30
42304031,14,42304,31
42304032,14,42304,32
42304033,14,42304,33
42304034,15,42304,34
42304035,15,42304,35
42304036,15,42304,36
42304037,16,42304,37
42304038,16,42304,38
42304039,16,42304,39
42304040,16,42304,40
42304041,17,42304,41
42304042,17,42304,42
42304043,17,42304,43
42304044,18,42304,44
42304045,18,42304,45
42304046,18,42304,46
42304047,18,42304,47
42304048,19,42304,48
42304049,19,42304,49
42304050,19,42304,50
42304051,20,42304,51
42304052,20,42304,52
42304053,20,42304,53
42304054,20,42304,54
42304055,21,42304,55
42304056,21,42304,56
42304057,21,42304,57
42304058,21,42304,58
42304059,22,42304,59
42304060,22,42304,60
42304061,22,42304,61
42304062,23,42304,62
42304063,23,42304,63
42304064,23,42304,64
42304065,23,42304,65
42304066,24,42304,66
42304067,24,42304,67
42304068,24,42304,68
42304069,25,42304,69
42304070,25,42304,70
42304071,25,42304,71
42304072,25,42304,72
42304073,26,42304,73
42304074,26,42304,74
42304075,26,42304,75
42304076,27,42304,76
42304077,27,42304,77
42304078,27,42304,78
42304079,27,42304,79
42304080,28,42304,80
42304081,28,42304,81
42304082,28,42304,82
42304083,28,42304,83
42304084,29,42304,84
42304085,29,42304,85
42304086,29,42304,86
42304087,30,42304,87
42304088,30,42304,88
42304089,30,42304,89
42304090,30,42304,90
42304091,31,42304,91
42304092,31,42304,92
42304093,31,42304,93
42304094,32,42304,94
42304095,32,42304,95
42304096,32,42304,96
42304097,32,42304,97
42304098,33,42304,98
42304099,33,42304,99
42304100,33,42304,100
42305001,6,42305,1
42305002,6,42305,2
42305003,6,42305,3
42305004,6,42305,4
42305005,7,42305,5
42305006,7,42305,6
42305007,7,42305,7
42305008,7,42305,8
42305009,8,42305,9
42305010,8,42305,10
42305011,8,42305,11
42305012,9,42305,12
42305013,9,42305,13
42305014,9,42305,14
42305015,9,42305,15
42305016,10,42305,16
42305017,10,42305,17
42305018,10,42305,18
42305019,11,42305,19
42305020,11,42305,20
42305021,11,42305,21
42305022,11,42305,22
42305023,12,42305,23
42305024,12,42305,24
42305025,12,42305,25
42305026,13,42305,26
42305027,13,42305,27
42305028,13,42305,28
42305029,13,42305,29
42305030,14,42305,30
42305031,14,42305,31
42305032,14,42305,32
42305033,14,42305,33
42305034,15,42305,34
42305035,15,42305,35
42305036,15,42305,36
42305037,16,42305,37
42305038,16,42305,38
42305039,16,42305,39
42305040,16,42305,40
42305041,17,42305,41
42305042,17,42305,42
42305043,17,42305,43
42305044,18,42305,44
42305045,18,42305,45
42305046,18,42305,46
42305047,18,42305,47
42305048,19,42305,48
42305049,19,42305,49
42305050,19,42305,50
42305051,20,42305,51
42305052,20,42305,52
42305053,20,42305,53
42305054,20,42305,54
42305055,21,42305,55
42305056,21,42305,56
42305057,21,42305,57
42305058,21,42305,58
42305059,22,42305,59
42305060,22,42305,60
42305061,22,42305,61
42305062,23,42305,62
42305063,23,42305,63
42305064,23,42305,64
42305065,23,42305,65
42305066,24,42305,66
42305067,24,42305,67
42305068,24,42305,68
42305069,25,42305,69
42305070,25,42305,70
42305071,25,42305,71
42305072,25,42305,72
42305073,26,42305,73
42305074,26,42305,74
42305075,26,42305,75
42305076,27,42305,76
42305077,27,42305,77
42305078,27,42305,78
42305079,27,42305,79
42305080,28,42305,80
42305081,28,42305,81
42305082,28,42305,82
42305083,28,42305,83
42305084,29,42305,84
42305085,29,42305,85
42305086,29,42305,86
42305087,30,42305,87
42305088,30,42305,88
42305089,30,42305,89
42305090,30,42305,90
42305091,31,42305,91
42305092,31,42305,92
42305093,31,42305,93
42305094,32,42305,94
42305095,32,42305,95
42305096,32,42305,96
42305097,32,42305,97
42305098,33,42305,98
42305099,33,42305,99
42305100,33,42305,100
42306001,6,42306,1
42306002,6,42306,2
42306003,6,42306,3
42306004,6,42306,4
42306005,7,42306,5
42306006,7,42306,6
42306007,7,42306,7
42306008,7,42306,8
42306009,8,42306,9
42306010,8,42306,10
42306011,8,42306,11
42306012,9,42306,12
42306013,9,42306,13
42306014,9,42306,14
42306015,9,42306,15
42306016,10,42306,16
42306017,10,42306,17
42306018,10,42306,18
42306019,11,42306,19
42306020,11,42306,20
42306021,11,42306,21
42306022,11,42306,22
42306023,12,42306,23
42306024,12,42306,24
42306025,12,42306,25
42306026,13,42306,26
42306027,13,42306,27
42306028,13,42306,28
42306029,13,42306,29
42306030,14,42306,30
42306031,14,42306,31
42306032,14,42306,32
42306033,14,42306,33
42306034,15,42306,34
42306035,15,42306,35
