机器人ID,名字,段位ID,等级,机器人模型,装备,技能,头像,伙伴,伙伴装备,伙伴等级,战斗力,机器人系统类别
RobotId,RobotName,ArenaLevelId,RobotLevel,RobotAvatar,RobotEquip,RobotSkill,RobotHeadPortrait,PartnerId,PartnerEquip,PartnerLevel,FightPower,SystemType
int,string,int,int,int,list,list,int,list,list,list,list,int
1214,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1215,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1216,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1217,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1218,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1219,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1220,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1221,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1222,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1223,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1224,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1225,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1226,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1227,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1228,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1229,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1230,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1231,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1232,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1233,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1234,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1235,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1236,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1237,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1238,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1239,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1240,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1241,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1242,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1243,李笑龙,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1244,刘贝,10003,26,30010,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,
1245,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1246,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1247,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1248,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1249,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1250,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1251,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1252,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1253,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1254,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1255,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1256,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1257,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1258,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1259,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1260,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1261,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1262,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1263,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1264,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1265,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1266,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1267,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1268,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1269,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1270,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1271,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1272,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1273,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1274,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1275,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1276,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1277,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1278,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1279,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1280,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1281,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1282,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1283,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1284,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1285,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1286,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1287,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1288,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1289,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1290,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1291,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1292,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1293,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1294,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1295,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1296,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1297,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1298,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1299,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1300,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1301,刘贝,10003,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,
1302,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1303,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1304,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1305,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1306,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1307,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1308,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1309,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1310,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1311,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1312,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1313,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1314,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1315,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1316,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1317,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1318,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1319,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
1320,刘贝,10003,26,20010,1001;5001;6001;7001;8001;9001,12024001;12023001;12021001;12022001,102,10010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5200;6200,
