唯一id,场景id,地图id,场景类型,挑战CD,在线base经验,在线伙伴经验,在线银币,技能经验,在线金币,在线魔魂值,在线掉落包ID,活动掉落ID,通关base经验,通关job经验,通关银币,通关金币,通关伙伴经验,活动通关现金,通关超过人数,通关公会活跃,通关掉落包ID,bossId,挑战后掉落次数,BOSS挑战等级,巡游前剧情ID,剧情索引ID,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,里程积分,查封配置
210100,100,21,3,1,5112,6116,2644,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13285,37440,7932,5,24168,,,,10000:5121,92099190,0,67,,,72297,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2214,5;10000
220001,1,22,1,1,5116,6124,2648,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13290,37450,7944,5,24186,,,,10000:524,92100088,0,67,2,22,72297,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220002,2,22,1,1,5116,6124,2648,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13295,37460,7944,5,24204,,,,10000:524,92105095,0,67,,,72297,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220003,3,22,1,1,5116,6124,2648,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13300,37470,7944,5,24222,,,,10000:524,92110096,0,67,,,72297,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220004,4,22,1,1,5116,6124,2648,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13305,37480,7944,5,24240,,,,10000:524,92115097,0,67,,,72297,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220005,5,22,1,1,5116,6124,2648,4704,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13310,37490,7944,5,24258,,,,10000:524,92101115,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220006,6,22,1,1,5120,6132,2652,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13315,37500,7956,5,24276,,,,10000:524,92106098,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220007,7,22,1,1,5120,6132,2652,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13320,37510,7956,5,24294,,,,10000:524,92111101,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220008,8,22,1,1,5120,6132,2652,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13325,37520,7956,5,24312,,,,10000:524,92116102,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220009,9,22,1,1,5120,6132,2652,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13330,37530,7956,5,24330,,,,10000:524;10000:6274,92102103,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220010,10,22,1,1,5120,6132,2652,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13335,37540,7956,5,24348,,,,10000:524,92107104,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2420,5;10000
220011,11,22,1,1,5124,6140,2656,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13340,37550,7968,5,24366,,,,10000:524,92112145,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220012,12,22,1,1,5124,6140,2656,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13345,37560,7968,5,24384,,,,10000:524,92117106,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220013,13,22,1,1,5124,6140,2656,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13350,37570,7968,5,24402,,,,10000:524,92103107,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220014,14,22,1,1,5124,6140,2656,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13355,37580,7968,5,24420,,,,10000:524,92108108,0,67,,,72498,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220015,15,22,1,1,5124,6140,2656,4732,0,12,10000:19;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13360,37590,7968,5,24438,,,,10000:524,92113109,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220016,16,22,1,1,5128,6148,2660,4740,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13365,37600,7980,5,24456,,,,10000:525,92118110,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220017,17,22,1,1,5128,6148,2660,4740,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13370,37610,7980,5,24474,,,,10000:525,92104111,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220018,18,22,1,1,5128,6148,2660,4740,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13375,37620,7980,5,24492,,,,10000:525,92109150,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220019,19,22,1,1,5128,6148,2660,4740,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13380,37630,7980,5,24510,,,,10000:525;10000:6275,92114113,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
220020,20,22,1,1,5128,6148,2660,4740,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,13385,37640,7980,5,24528,,,,10000:525,92119114,0,67,,,72598,20:0,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-5|120;9:-3;10:-3;19:-6|180;9:-3;10:-3;19:-7|240;9:-4;10:-4;19:-8|300;9:-4;10:-4;19:-10|360;9:-5;10:-5;19:-11|420;9:-5;10:-5;19:-12|480;9:-6;10:-6;19:-13|540;9:-6;10:-6;19:-15|600;9:-7;10:-7;19:-16|660;9:-7;10:-7;19:-17|720;9:-8;10:-8;19:-18|780;9:-8;10:-8;19:-20|840;9:-9;10:-9;19:-21|900;9:-9;10:-9;19:-22|1020;9:-10;10:-10;19:-23|1140;9:-10;10:-10;19:-25|1260;9:-11;10:-11;19:-26|1380;9:-11;10:-11;19:-27|1500;9:-12;10:-12;19:-28|1620;9:-12;10:-12;19:-30|1740;9:-13;10:-13;19:-31|1860;9:-13;10:-13;19:-32|1980;9:-14;10:-14;19:-33|2100;9:-14;10:-14;19:-35,7,2421,5;10000
