id,道具类型,道具品质,叠加数量,是否自动使用,是否消耗道具,需要等级,是否绑定,是否分职业,合成目标,分解目标,道具时效,碎片展示,获取途径,属性,对应藏品,道具使用所需时间
11325,16,4,9999,0,,,1,,8140,8140,,,,,,
11326,16,4,9999,0,,,1,,8141,8141,,,,,,
11327,16,4,9999,0,,,1,,8142,8142,,,,,,
11328,16,4,9999,0,,,1,,8143,8143,,,,,,
11329,16,4,9999,0,,,1,,8144,8144,,,,,,
11330,16,4,9999,0,,,1,,8145,8145,,,,,,
11331,16,4,9999,0,,,1,,8146,8146,,,,,,
11332,16,4,9999,0,,,1,,8147,8147,,,,,,
11333,16,4,9999,0,,,1,,8148,8148,,,,,,
11334,16,4,9999,0,,,1,,8149,8149,,,,,,
11335,16,4,9999,0,,,1,,8150,8150,,,,,,
11336,16,4,9999,0,,,1,,8151,8151,,,,,,
11337,16,4,9999,0,,,1,,8152,8152,,,,,,
11338,16,4,9999,0,,,1,,8153,8153,,,,,,
11339,16,4,9999,0,,,1,,8154,8154,,,,,,
11340,16,4,9999,0,,,1,,8155,8155,,,,,,
11341,16,4,9999,0,,,1,,8156,8156,,,,,,
11342,16,4,9999,0,,,1,,8157,8157,,,,,,
11343,16,4,9999,0,,,1,,8158,8158,,,,,,
11344,16,4,9999,0,,,1,,8159,8159,,,,,,
11345,16,4,9999,0,,,1,,8160,8160,,,,,,
11346,16,4,9999,0,,,1,,8161,8161,,,,,,
11347,16,4,9999,0,,,1,,8162,8162,,,,,,
11348,16,4,9999,0,,,1,,8163,8163,,,,,,
11349,16,4,9999,0,,,1,,8164,8164,,,,,,
11350,16,4,9999,0,,,1,,8165,8165,,,,,,
11351,16,4,9999,0,,,1,,8166,8166,,,,,,
11352,16,4,9999,0,,,1,,8167,8167,,,,,,
11353,16,4,9999,0,,,1,,8168,8168,,,,,,
11354,16,4,9999,0,,,1,,8169,8169,,,,,,
11355,16,4,9999,0,,,1,,8170,8170,,,,,,
11356,16,4,9999,0,,,1,,8171,8171,,,,,,
11357,16,4,9999,0,,,1,,8172,8172,,,,,,
11358,16,4,9999,0,,,1,,8173,8173,,,,,,
11359,16,4,9999,0,,,1,,8174,8174,,,,,,
11360,16,4,9999,0,,,1,,8175,8175,,,,,,
11361,16,4,9999,0,,,1,,8176,8176,,,,,,
11362,16,4,9999,0,,,1,,8177,8177,,,,,,
11363,16,4,9999,0,,,1,,8178,8178,,,,,,
11364,16,4,9999,0,,,1,,8179,8179,,,,,,
11365,16,4,9999,0,,,1,,8180,8180,,,,,,
11366,16,4,9999,0,,,1,,8181,8181,,,,,,
11367,16,4,9999,0,,,1,,8182,8182,,,,,,
11368,16,4,9999,0,,,1,,8183,8183,,,,,,
11369,16,4,9999,0,,,1,,8184,8184,,,,,,
11370,16,4,9999,0,,,1,,8185,8185,,,,,,
11371,16,4,9999,0,,,1,,8186,8186,,,,,,
11372,16,4,9999,0,,,1,,8187,8187,,,,,,
11373,16,4,9999,0,,,1,,8188,8188,,,,,,
11374,16,4,9999,0,,,1,,8189,8189,,,,,,
11375,16,4,9999,0,,,1,,8190,8190,,,,,,
11376,16,4,9999,0,,,1,,8191,8191,,,,,,
11377,16,4,9999,0,,,1,,8192,8192,,,,,,
11378,16,4,9999,0,,,1,,8193,8193,,,,,,
11379,16,4,9999,0,,,1,,8194,8194,,,,,,
11380,16,4,9999,0,,,1,,8195,8195,,,,,,
11381,16,4,9999,0,,,1,,8196,8196,,,,,,
11382,16,4,9999,0,,,1,,8197,8197,,,,,,
11383,16,4,9999,0,,,1,,8198,8198,,,,,,
11384,16,4,9999,0,,,1,,8199,8199,,,,,,
11385,16,4,9999,0,,,1,,8200,8200,,,,,,
11386,16,4,9999,0,,,1,,8204,8204,,,,,,
11387,16,4,9999,0,,,1,,8205,8205,,,,,,
11388,16,4,9999,0,,,1,,8206,8206,,,,,,
11389,16,4,9999,0,,,1,,8207,8207,,,,,,
11390,16,4,9999,0,,,1,,8208,8208,,,,,,
11391,16,4,9999,0,,,1,,8209,8209,,,,,,
11392,16,4,9999,0,,,1,,8210,8210,,,,,,
11393,16,4,9999,0,,,1,,8211,8211,,,,,,
11394,16,4,9999,0,,,1,,8212,8212,,,,,,
11395,16,4,9999,0,,,1,,8213,8213,,,,,,
11396,16,4,9999,0,,,1,,8214,8214,,,,,,
11397,16,4,9999,0,,,1,,8215,8215,,,,,,
11398,16,4,9999,0,,,1,,8216,8216,,,,,,
11399,16,4,9999,0,,,1,,8217,8217,,,,,,
11400,16,4,9999,0,,,1,,8218,8218,,,,,,
11401,16,4,9999,0,,,1,,8219,8219,,,,,,
11402,16,4,9999,0,,,1,,8220,8220,,,,,,
11403,16,4,9999,0,,,1,,8221,8221,,,,,,
11404,16,4,9999,0,,,1,,8222,8222,,,,,,
11405,16,4,9999,0,,,1,,8223,8223,,,,,,
11406,16,4,9999,0,,,1,,8224,8224,,,,,,
11407,16,4,9999,0,,,1,,8225,8225,,,,,,
11408,16,4,9999,0,,,1,,8226,8226,,,,,,
11409,16,4,9999,0,,,1,,8227,8227,,,,,,
11410,16,4,9999,0,,,1,,8228,8228,,,,,,
11411,16,4,9999,0,,,1,,8229,8229,,,,,,
11412,16,4,9999,0,,,1,,8230,8230,,,,,,
11413,16,4,9999,0,,,1,,8231,8231,,,,,,
11414,16,4,9999,0,,,1,,8232,8232,,,,,,
11415,16,4,9999,0,,,1,,8233,8233,,,,,,
11416,16,4,9999,0,,,1,,8234,8234,,,,,,
11417,16,4,9999,0,,,1,,8235,8235,,,,,,
11418,16,4,9999,0,,,1,,8236,8236,,,,,,
11419,16,4,9999,0,,,1,,8237,8237,,,,,,
11420,16,4,9999,0,,,1,,8238,8238,,,,,,
11421,16,4,9999,0,,,1,,8239,8239,,,,,,
11422,16,4,9999,0,,,1,,8240,8240,,,,,,
11423,16,4,9999,0,,,1,,8241,8241,,,,,,
11424,16,4,9999,0,,,1,,8242,8242,,,,,,
11425,16,4,9999,0,,,1,,8243,8243,,,,,,
11426,16,4,9999,0,,,1,,8244,8244,,,,,,
11427,16,4,9999,0,,,1,,8245,8245,,,,,,
11428,16,4,9999,0,,,1,,8246,8246,,,,,,
11429,16,4,9999,0,,,1,,8247,8247,,,,,,
11430,16,4,9999,0,,,1,,8248,8248,,,,,,
11431,16,4,9999,0,,,1,,8249,8249,,,,,,
11432,16,4,9999,0,,,1,,8250,8250,,,,,,
11433,16,4,9999,0,,,1,,8251,8251,,,,,,
11434,16,4,9999,0,,,1,,8252,8252,,,,,,
11435,16,4,9999,0,,,1,,8253,8253,,,,,,
11436,16,4,9999,0,,,1,,8254,8254,,,,,,
11437,16,4,9999,0,,,1,,8255,8255,,,,,,
11438,16,4,9999,0,,,1,,8256,8256,,,,,,
11439,16,4,9999,0,,,1,,8257,8257,,,,,,
11440,16,4,9999,0,,,1,,8258,8258,,,,,,
11441,16,4,9999,0,,,1,,8259,8259,,,,,,
11442,16,4,9999,0,,,1,,8260,8260,,,,,,
11443,16,4,9999,0,,,1,,8261,8261,,,,,,
11444,16,4,9999,0,,,1,,8262,8262,,,,,,
11445,16,4,9999,0,,,1,,8263,8263,,,,,,
11446,16,4,9999,0,,,1,,8264,8264,,,,,,
11447,16,4,9999,0,,,1,,8265,8265,,,,,,
11448,16,4,9999,0,,,1,,8266,8266,,,,,,
11449,16,4,9999,0,,,1,,8267,8267,,,,,,
11450,16,4,9999,0,,,1,,8268,8268,,,,,,
11451,16,4,9999,0,,,1,,8269,8269,,,,,,
11452,16,4,9999,0,,,1,,8270,8270,,,,,,
11453,16,4,9999,0,,,1,,8271,8271,,,,,,
11454,16,4,9999,0,,,1,,8272,8272,,,,,,
11455,16,4,9999,0,,,1,,8273,8273,,,,,,
11456,16,4,9999,0,,,1,,8274,8274,,,,,,
11457,16,4,9999,0,,,1,,8275,8275,,,,,,
11458,16,4,9999,0,,,1,,8276,8276,,,,,,
11459,16,4,9999,0,,,1,,8277,8277,,,,,,
11460,16,4,9999,0,,,1,,8278,8278,,,,,,
11461,16,4,9999,0,,,1,,8279,8279,,,,,,
11462,16,4,9999,0,,,1,,8280,8280,,,,,,
11463,16,4,9999,0,,,1,,8281,8281,,,,,,
11464,16,4,9999,0,,,1,,8282,8282,,,,,,
11465,16,4,9999,0,,,1,,8283,8283,,,,,,
11466,16,4,9999,0,,,1,,8284,8284,,,,,,
11467,16,4,9999,0,,,1,,8285,8285,,,,,,
11468,16,4,9999,0,,,1,,8286,8286,,,,,,
11469,16,4,9999,0,,,1,,8287,8287,,,,,,
11470,16,4,9999,0,,,1,,8288,8288,,,,,,
11471,16,4,9999,0,,,1,,8289,8289,,,,,,
11472,16,4,9999,0,,,1,,8290,8290,,,,,,
11473,16,4,9999,0,,,1,,8291,8291,,,,,,
11474,16,4,9999,0,,,1,,8292,8292,,,,,,
11475,16,4,9999,0,,,1,,8293,8293,,,,,,
11476,16,4,9999,0,,,1,,8294,8294,,,,,,
11477,16,4,9999,0,,,1,,8295,8295,,,,,,
11478,16,4,9999,0,,,1,,8296,8296,,,,,,
11479,16,4,9999,0,,,1,,8297,8297,,,,,,
11480,16,4,9999,0,,,1,,8298,8298,,,,,,
11481,16,4,9999,0,,,1,,8299,8299,,,,,,
11482,16,4,9999,0,,,1,,8300,8300,,,,,,
11483,16,4,9999,0,,,1,,8301,8301,,,,,,
11484,16,4,9999,0,,,1,,8302,8302,,,,,,
11485,16,4,9999,0,,,1,,8303,8303,,,,,,
11486,16,4,9999,0,,,1,,8304,8304,,,,,,
11487,16,4,9999,0,,,1,,8305,8305,,,,,,
11488,16,4,9999,0,,,1,,8306,8306,,,,,,
11489,16,4,9999,0,,,1,,8307,8307,,,,,,
11490,16,4,9999,0,,,1,,8308,8308,,,,,,
11491,16,4,9999,0,,,1,,8309,8309,,,,,,
11492,16,4,9999,0,,,1,,8310,8310,,,,,,
11493,16,4,9999,0,,,1,,8311,8311,,,,,,
11494,16,4,9999,0,,,1,,8312,8312,,,,,,
11495,16,4,9999,0,,,1,,8313,8313,,,,,,
11496,16,4,9999,0,,,1,,8314,8314,,,,,,
11497,16,4,9999,0,,,1,,8315,8315,,,,,,
11498,16,4,9999,0,,,1,,8316,8316,,,,,,
11499,16,4,9999,0,,,1,,8317,8317,,,,,,
11500,16,4,9999,0,,,1,,8318,8318,,,,,,
11501,16,4,9999,0,,,1,,8319,8319,,,,,,
11502,16,4,9999,0,,,1,,8320,8320,,,,,,
11503,16,4,9999,0,,,1,,8321,8321,,,,,,
11504,16,4,9999,0,,,1,,8322,8322,,,,,,
11505,16,4,9999,0,,,1,,8323,8323,,,,,,
11506,16,4,9999,0,,,1,,8324,8324,,,,,,
11507,16,4,9999,0,,,1,,8325,8325,,,,,,
11508,16,4,9999,0,,,1,,8326,8326,,,,,,
11509,16,4,9999,0,,,1,,8327,8327,,,,,,
11510,16,4,9999,0,,,1,,8328,8328,,,,,,
11511,16,4,9999,0,,,1,,8329,8329,,,,,,
11512,16,4,9999,0,,,1,,8330,8330,,,,,,
11513,16,4,9999,0,,,1,,8331,8331,,,,,,
11514,16,4,9999,0,,,1,,8332,8332,,,,,,
11515,16,4,9999,0,,,1,,8333,8333,,,,,,
11516,16,4,9999,0,,,1,,8334,8334,,,,,,
11517,16,4,9999,0,,,1,,8335,8335,,,,,,
11518,16,4,9999,0,,,1,,8336,8336,,,,,,
11519,16,4,9999,0,,,1,,8337,8337,,,,,,
11520,16,4,9999,0,,,1,,8338,8338,,,,,,
11521,16,4,9999,0,,,1,,8339,8339,,,,,,
11522,16,4,9999,0,,,1,,8340,8340,,,,,,
11523,16,4,9999,0,,,1,,8341,8341,,,,,,
11524,16,4,9999,0,,,1,,8342,8342,,,,,,
11525,16,4,9999,0,,,1,,8343,8343,,,,,,
11526,16,4,9999,0,,,1,,8344,8344,,,,,,
11527,16,4,9999,0,,,1,,8345,8345,,,,,,
11528,16,4,9999,0,,,1,,8346,8346,,,,,,
11529,16,4,9999,0,,,1,,8347,8347,,,,,,
11530,16,4,9999,0,,,1,,8348,8348,,,,,,
11531,16,4,9999,0,,,1,,8349,8349,,,,,,
11532,16,4,9999,0,,,1,,8350,8350,,,,,,
11533,16,4,9999,0,,,1,,8351,8351,,,,,,
11534,16,4,9999,0,,,1,,8352,8352,,,,,,
11535,16,4,9999,0,,,1,,8353,8353,,,,,,
11536,16,4,9999,0,,,1,,8354,8354,,,,,,
11537,16,4,9999,0,,,1,,8355,8355,,,,,,
11538,16,4,9999,0,,,1,,8356,8356,,,,,,
11539,16,4,9999,0,,,1,,8357,8357,,,,,,
11540,16,4,9999,0,,,1,,8358,8358,,,,,,
11541,16,4,9999,0,,,1,,8359,8359,,,,,,
11542,16,4,9999,0,,,1,,8360,8360,,,,,,
11543,16,4,9999,0,,,1,,8361,8361,,,,,,
11544,16,4,9999,0,,,1,,8362,8362,,,,,,
11545,16,4,9999,0,,,1,,8363,8363,,,,,,
11546,16,4,9999,0,,,1,,8364,8364,,,,,,
11547,16,4,9999,0,,,1,,8365,8365,,,,,,
11548,16,4,9999,0,,,1,,8366,8366,,,,,,
11549,16,4,9999,0,,,1,,8367,8367,,,,,,
11550,16,4,9999,0,,,1,,8368,8368,,,,,,
11551,16,4,9999,0,,,1,,8369,8369,,,,,,
11552,16,4,9999,0,,,1,,8370,8370,,,,,,
11553,16,4,9999,0,,,1,,8371,8371,,,,,,
11554,16,4,9999,0,,,1,,8372,8372,,,,,,
11555,16,4,9999,0,,,1,,8373,8373,,,,,,
11556,16,4,9999,0,,,1,,8374,8374,,,,,,
11557,16,4,9999,0,,,1,,8375,8375,,,,,,
11558,16,4,9999,0,,,1,,8376,8376,,,,,,
11559,16,4,9999,0,,,1,,8377,8377,,,,,,
11560,16,4,9999,0,,,1,,8378,8378,,,,,,
11561,32,4,9999,0,,1,1,,14330:1;14331:1;14332:1;14333:1;14334:1;14335:1;14336:1;14337:1;14338:1;14339:1;48:500,,,,,,,
11562,32,3,9999,0,,1,1,,14320:1;14321:1;14322:1;14323:1;14324:1;14325:1;14326:1;14327:1;14328:1;14329:1;48:200,,,,,,,
11563,32,2,9999,0,,1,1,,14310:1;14311:1;14312:1;14313:1;14314:1;14315:1;14316:1;14317:1;14318:1;14319:1;48:100,,,,,,,
11564,32,4,9999,0,,1,1,,14380:1;14381:1;14382:1;14383:1;14384:1;14385:1;14386:1;14387:1;14388:1;14389:1;48:500,,,,,,,
11565,32,3,9999,0,,1,1,,14370:1;14371:1;14372:1;14373:1;14374:1;14375:1;14376:1;14377:1;14378:1;14379:1;48:200,,,,,,,
11566,32,2,9999,0,,1,1,,14360:1;14361:1;14362:1;14363:1;14364:1;14365:1;14366:1;14367:1;14368:1;14369:1;48:100,,,,,,,
11567,32,4,9999,0,,1,1,,192:80;193:60;194:30;195:15,,,,,,,
12101,9,2,999,0,,,1,,,,,,,,,
12102,9,2,999,0,,,1,,,,,,,,,
12103,9,2,999,0,,,1,,,,,,,,,
12104,9,2,999,0,,,1,,,,,,,,,
12105,9,2,999,0,,,1,,,,,,,,,
12106,9,2,999,0,,,1,,,,,,,,,
12107,9,2,999,0,,,1,,,,,,,,,
12108,9,2,999,0,,,1,,,,,,,,,
12109,9,2,999,0,,,1,,,,,,,,,
12110,9,2,999,0,,,1,,,,,,,,,
12111,9,2,999,0,,,1,,,,,,,,,
12112,9,2,999,0,,,1,,,,,,,,,
12201,9,2,999,0,,,1,,,,,,,,,
12202,9,2,999,0,,,1,,,,,,,,,
12203,9,2,999,0,,,1,,,,,,,,,
12204,9,2,999,0,,,1,,,,,,,,,
12205,9,2,999,0,,,1,,,,,,,,,
12206,9,2,999,0,,,1,,,,,,,,,
12207,9,2,999,0,,,1,,,,,,,,,
12208,9,2,999,0,,,1,,,,,,,,,
12209,9,2,999,0,,,1,,,,,,,,,
12210,9,2,999,0,,,1,,,,,,,,,
12211,9,2,999,0,,,1,,,,,,,,,
12212,9,2,999,0,,,1,,,,,,,,,
12301,9,2,999,0,,,1,,,,,,,,,
12302,9,2,999,0,,,1,,,,,,,,,
12303,9,2,999,0,,,1,,,,,,,,,
12304,9,2,999,0,,,1,,,,,,,,,
12305,9,2,999,0,,,1,,,,,,,,,
12306,9,2,999,0,,,1,,,,,,,,,
12307,9,2,999,0,,,1,,,,,,,,,
12308,9,2,999,0,,,1,,,,,,,,,
12309,9,2,999,0,,,1,,,,,,,,,
12310,9,2,999,0,,,1,,,,,,,,,
12311,9,2,999,0,,,1,,,,,,,,,
12312,9,2,999,0,,,1,,,,,,,,,
12113,9,3,999,0,,,1,,,,,,,,,
12114,9,3,999,0,,,1,,,,,,,,,
12115,9,3,999,0,,,1,,,,,,,,,
12116,9,3,999,0,,,1,,,,,,,,,
12117,9,3,999,0,,,1,,,,,,,,,
12118,9,3,999,0,,,1,,,,,,,,,
12119,9,3,999,0,,,1,,,,,,,,,
12120,9,3,999,0,,,1,,,,,,,,,
12121,9,3,999,0,,,1,,,,,,,,,
12122,9,3,999,0,,,1,,,,,,,,,
12123,9,3,999,0,,,1,,,,,,,,,
12124,9,3,999,0,,,1,,,,,,,,,
12125,9,3,999,0,,,1,,,,,,,,,
12126,9,3,999,0,,,1,,,,,,,,,
12127,9,3,999,0,,,1,,,,,,,,,
12128,9,3,999,0,,,1,,,,,,,,,
12129,9,3,999,0,,,1,,,,,,,,,
12130,9,3,999,0,,,1,,,,,,,,,
12213,9,3,999,0,,,1,,,,,,,,,
12214,9,3,999,0,,,1,,,,,,,,,
12215,9,3,999,0,,,1,,,,,,,,,
12216,9,3,999,0,,,1,,,,,,,,,
12217,9,3,999,0,,,1,,,,,,,,,
12218,9,3,999,0,,,1,,,,,,,,,
12219,9,3,999,0,,,1,,,,,,,,,
12220,9,3,999,0,,,1,,,,,,,,,
12221,9,3,999,0,,,1,,,,,,,,,
12222,9,3,999,0,,,1,,,,,,,,,
12223,9,3,999,0,,,1,,,,,,,,,
12224,9,3,999,0,,,1,,,,,,,,,
12225,9,3,999,0,,,1,,,,,,,,,
12226,9,3,999,0,,,1,,,,,,,,,
12227,9,3,999,0,,,1,,,,,,,,,
12228,9,3,999,0,,,1,,,,,,,,,
12229,9,3,999,0,,,1,,,,,,,,,
12230,9,3,999,0,,,1,,,,,,,,,
12313,9,3,999,0,,,1,,,,,,,,,
12314,9,3,999,0,,,1,,,,,,,,,
12315,9,3,999,0,,,1,,,,,,,,,
12316,9,3,999,0,,,1,,,,,,,,,
12317,9,3,999,0,,,1,,,,,,,,,
12318,9,3,999,0,,,1,,,,,,,,,
12319,9,3,999,0,,,1,,,,,,,,,
12320,9,3,999,0,,,1,,,,,,,,,
12321,9,3,999,0,,,1,,,,,,,,,
12322,9,3,999,0,,,1,,,,,,,,,
12323,9,3,999,0,,,1,,,,,,,,,
12324,9,3,999,0,,,1,,,,,,,,,
12325,9,3,999,0,,,1,,,,,,,,,
12326,9,3,999,0,,,1,,,,,,,,,
12327,9,3,999,0,,,1,,,,,,,,,
12328,9,3,999,0,,,1,,,,,,,,,
12329,9,3,999,0,,,1,,,,,,,,,
12330,9,3,999,0,,,1,,,,,,,,,
12413,9,3,999,0,,,1,,,,,,,,,
12414,9,3,999,0,,,1,,,,,,,,,
12415,9,3,999,0,,,1,,,,,,,,,
12416,9,3,999,0,,,1,,,,,,,,,
12417,9,3,999,0,,,1,,,,,,,,,
12418,9,3,999,0,,,1,,,,,,,,,
12419,9,3,999,0,,,1,,,,,,,,,
12420,9,3,999,0,,,1,,,,,,,,,
12421,9,3,999,0,,,1,,,,,,,,,
12422,9,3,999,0,,,1,,,,,,,,,
12423,9,3,999,0,,,1,,,,,,,,,
12424,9,3,999,0,,,1,,,,,,,,,
12425,9,3,999,0,,,1,,,,,,,,,
12426,9,3,999,0,,,1,,,,,,,,,
12427,9,3,999,0,,,1,,,,,,,,,
12428,9,3,999,0,,,1,,,,,,,,,
12429,9,3,999,0,,,1,,,,,,,,,
12430,9,3,999,0,,,1,,,,,,,,,
12131,9,4,999,0,,,1,,,,,,,,,
12132,9,4,999,0,,,1,,,,,,,,,
12159,9,4,999,0,,,1,,,,,,,,,
12134,9,4,999,0,,,1,,,,,,,,,
12135,9,4,999,0,,,1,,,,,,,,,
12161,9,4,999,0,,,1,,,,,,,,,
12162,9,4,999,0,,,1,,,,,,,,,
12163,9,4,999,0,,,1,,,,,,,,,
12164,9,4,999,0,,,1,,,,,,,,,
12165,9,4,999,0,,,1,,,,,,,,,
12191,9,4,999,0,,,1,,,,,,,,,
12136,9,4,999,0,,,1,,,,,,,,,
12180,9,4,999,0,,,1,,,,,,,,,
12138,9,4,999,0,,,1,,,,,,,,,
12146,9,4,999,0,,,1,,,,,,,,,
12169,9,4,999,0,,,1,,,,,,,,,
12166,9,4,999,0,,,1,,,,,,,,,
12167,9,4,999,0,,,1,,,,,,,,,
12168,9,4,999,0,,,1,,,,,,,,,
12140,9,4,999,0,,,1,,,,,,,,,
12170,9,4,999,0,,,1,,,,,,,,,
12175,9,4,999,0,,,1,,,,,,,,,
12142,9,4,999,0,,,1,,,,,,,,,
12143,9,4,999,0,,,1,,,,,,,,,
12144,9,4,999,0,,,1,,,,,,,,,
12145,9,4,999,0,,,1,,,,,,,,,
12171,9,4,999,0,,,1,,,,,,,,,
12172,9,4,999,0,,,1,,,,,,,,,
12173,9,4,999,0,,,1,,,,,,,,,
12174,9,4,999,0,,,1,,,,,,,,,
12141,9,4,999,0,,,1,,,,,,,,,
12139,9,4,999,0,,,1,,,,,,,,,
12147,9,4,999,0,,,1,,,,,,,,,
12148,9,4,999,0,,,1,,,,,,,,,
12149,9,4,999,0,,,1,,,,,,,,,
12150,9,4,999,0,,,1,,,,,,,,,
12176,9,4,999,0,,,1,,,,,,,,,
12177,9,4,999,0,,,1,,,,,,,,,
12178,9,4,999,0,,,1,,,,,,,,,
12179,9,4,999,0,,,1,,,,,,,,,
12137,9,4,999,0,,,1,,,,,,,,,
12151,9,4,999,0,,,1,,,,,,,,,
12154,9,4,999,0,,,1,,,,,,,,,
12181,9,4,999,0,,,1,,,,,,,,,
12152,9,4,999,0,,,1,,,,,,,,,
12155,9,4,999,0,,,1,,,,,,,,,
12153,9,4,999,0,,,1,,,,,,,,,
12182,9,4,999,0,,,1,,,,,,,,,
12183,9,4,999,0,,,1,,,,,,,,,
12184,9,4,999,0,,,1,,,,,,,,,
12185,9,4,999,0,,,1,,,,,,,,,
12156,9,4,999,0,,,1,,,,,,,,,
12157,9,4,999,0,,,1,,,,,,,,,
12158,9,4,999,0,,,1,,,,,,,,,
12190,9,4,999,0,,,1,,,,,,,,,
12160,9,4,999,0,,,1,,,,,,,,,
12186,9,4,999,0,,,1,,,,,,,,,
12187,9,4,999,0,,,1,,,,,,,,,
12188,9,4,999,0,,,1,,,,,,,,,
12189,9,4,999,0,,,1,,,,,,,,,
12133,9,4,999,0,,,1,,,,,,,,,
12192,9,4,999,0,,,1,,,,,,,,,
12194,9,4,999,0,,,1,,,,,,,,,
12193,9,4,999,0,,,1,,,,,,,,,
12195,9,4,999,0,,,1,,,,,,,,,
12196,9,4,999,0,,,1,,,,,,,,,
12231,9,4,999,0,,,1,,,,,,,,,
12232,9,4,999,0,,,1,,,,,,,,,
12259,9,4,999,0,,,1,,,,,,,,,
12234,9,4,999,0,,,1,,,,,,,,,
12235,9,4,999,0,,,1,,,,,,,,,
12261,9,4,999,0,,,1,,,,,,,,,
12262,9,4,999,0,,,1,,,,,,,,,
12263,9,4,999,0,,,1,,,,,,,,,
12264,9,4,999,0,,,1,,,,,,,,,
12265,9,4,999,0,,,1,,,,,,,,,
12291,9,4,999,0,,,1,,,,,,,,,
12236,9,4,999,0,,,1,,,,,,,,,
12280,9,4,999,0,,,1,,,,,,,,,
12238,9,4,999,0,,,1,,,,,,,,,
12246,9,4,999,0,,,1,,,,,,,,,
12269,9,4,999,0,,,1,,,,,,,,,
12266,9,4,999,0,,,1,,,,,,,,,
12267,9,4,999,0,,,1,,,,,,,,,
12268,9,4,999,0,,,1,,,,,,,,,
12240,9,4,999,0,,,1,,,,,,,,,
12270,9,4,999,0,,,1,,,,,,,,,
12275,9,4,999,0,,,1,,,,,,,,,
12242,9,4,999,0,,,1,,,,,,,,,
12243,9,4,999,0,,,1,,,,,,,,,
12244,9,4,999,0,,,1,,,,,,,,,
12245,9,4,999,0,,,1,,,,,,,,,
12271,9,4,999,0,,,1,,,,,,,,,
12272,9,4,999,0,,,1,,,,,,,,,
12273,9,4,999,0,,,1,,,,,,,,,
12274,9,4,999,0,,,1,,,,,,,,,
12241,9,4,999,0,,,1,,,,,,,,,
12239,9,4,999,0,,,1,,,,,,,,,
12247,9,4,999,0,,,1,,,,,,,,,
12248,9,4,999,0,,,1,,,,,,,,,
12249,9,4,999,0,,,1,,,,,,,,,
12250,9,4,999,0,,,1,,,,,,,,,
12276,9,4,999,0,,,1,,,,,,,,,
12277,9,4,999,0,,,1,,,,,,,,,
12278,9,4,999,0,,,1,,,,,,,,,
12279,9,4,999,0,,,1,,,,,,,,,
12237,9,4,999,0,,,1,,,,,,,,,
12251,9,4,999,0,,,1,,,,,,,,,
12254,9,4,999,0,,,1,,,,,,,,,
12281,9,4,999,0,,,1,,,,,,,,,
12252,9,4,999,0,,,1,,,,,,,,,
12255,9,4,999,0,,,1,,,,,,,,,
12253,9,4,999,0,,,1,,,,,,,,,
12282,9,4,999,0,,,1,,,,,,,,,
12283,9,4,999,0,,,1,,,,,,,,,
12284,9,4,999,0,,,1,,,,,,,,,
12285,9,4,999,0,,,1,,,,,,,,,
12256,9,4,999,0,,,1,,,,,,,,,
12257,9,4,999,0,,,1,,,,,,,,,
12258,9,4,999,0,,,1,,,,,,,,,
12290,9,4,999,0,,,1,,,,,,,,,
12260,9,4,999,0,,,1,,,,,,,,,
12286,9,4,999,0,,,1,,,,,,,,,
12287,9,4,999,0,,,1,,,,,,,,,
12288,9,4,999,0,,,1,,,,,,,,,
12289,9,4,999,0,,,1,,,,,,,,,
12233,9,4,999,0,,,1,,,,,,,,,
12292,9,4,999,0,,,1,,,,,,,,,
12294,9,4,999,0,,,1,,,,,,,,,
12293,9,4,999,0,,,1,,,,,,,,,
12295,9,4,999,0,,,1,,,,,,,,,
12296,9,4,999,0,,,1,,,,,,,,,
12331,9,4,999,0,,,1,,,,,,,,,
12332,9,4,999,0,,,1,,,,,,,,,
12359,9,4,999,0,,,1,,,,,,,,,
12334,9,4,999,0,,,1,,,,,,,,,
12335,9,4,999,0,,,1,,,,,,,,,
12361,9,4,999,0,,,1,,,,,,,,,
12362,9,4,999,0,,,1,,,,,,,,,
12363,9,4,999,0,,,1,,,,,,,,,
12364,9,4,999,0,,,1,,,,,,,,,
12365,9,4,999,0,,,1,,,,,,,,,
12391,9,4,999,0,,,1,,,,,,,,,
12336,9,4,999,0,,,1,,,,,,,,,
12380,9,4,999,0,,,1,,,,,,,,,
12338,9,4,999,0,,,1,,,,,,,,,
12346,9,4,999,0,,,1,,,,,,,,,
12369,9,4,999,0,,,1,,,,,,,,,
12366,9,4,999,0,,,1,,,,,,,,,
12367,9,4,999,0,,,1,,,,,,,,,
12368,9,4,999,0,,,1,,,,,,,,,
12340,9,4,999,0,,,1,,,,,,,,,
12370,9,4,999,0,,,1,,,,,,,,,
12375,9,4,999,0,,,1,,,,,,,,,
12342,9,4,999,0,,,1,,,,,,,,,
12343,9,4,999,0,,,1,,,,,,,,,
12344,9,4,999,0,,,1,,,,,,,,,
12345,9,4,999,0,,,1,,,,,,,,,
12371,9,4,999,0,,,1,,,,,,,,,
12372,9,4,999,0,,,1,,,,,,,,,
12373,9,4,999,0,,,1,,,,,,,,,
12374,9,4,999,0,,,1,,,,,,,,,
12341,9,4,999,0,,,1,,,,,,,,,
12339,9,4,999,0,,,1,,,,,,,,,
