唯一id,怪物id,角色等级,怪物职业,职业类型,生命,蓝量,技能id,属性id,被动技能,英语唯一名
57162,6174,1,1,2,16677166.0,100000.0,90149:1;90150:1,7,,Maya
57163,6175,1,1,2,16677166.0,100000.0,90149:1;90150:1,7,,Maya
57164,6176,1,1,2,16677166.0,100000.0,90149:1;90150:1,7,,Maya
57165,6177,1,1,2,16677166.0,100000.0,90182:1;90183:1,3,,Eddga
57166,6178,1,1,2,16677166.0,100000.0,90182:1;90183:1,3,,Eddga
57167,6179,1,1,2,16677166.0,100000.0,90182:1;90183:1,3,,Eddga
57168,6180,1,1,2,16677166.0,100000.0,90182:1;90183:1,3,,Eddga
57169,6181,1,1,2,16677166.0,100000.0,90182:1;90183:1,3,,Eddga
57170,6182,1,1,2,16677166.0,100000.0,90219:1;90220:1,7,,Darklord
57171,6183,1,1,2,16677166.0,100000.0,90219:1;90220:1,7,,Darklord
57172,6184,1,1,2,16677166.0,100000.0,90219:1;90220:1,7,,Darklord
57173,6185,1,1,2,16677166.0,100000.0,90219:1;90220:1,7,,Darklord
57174,6186,1,1,2,16677166.0,100000.0,90219:1;90220:1,7,,Darklord
57175,6187,1,1,2,16677166.0,100000.0,90145:1;90146:1,3,,Golem
57176,6188,1,1,2,16677166.0,100000.0,90145:1;90146:1,3,,Golem
57177,6189,1,1,2,16677166.0,100000.0,90145:1;90146:1,3,,Golem
57178,6190,1,1,2,16677166.0,100000.0,90145:1;90146:1,3,,Golem
57179,6191,1,1,2,16677166.0,100000.0,90145:1;90146:1,3,,Golem
57180,6192,1,1,2,16677166.0,100000.0,90134:1;90135:1,4,,OrcheroRed
57181,6193,1,1,2,16677166.0,100000.0,90134:1;90135:1,4,,OrcheroRed
57182,6194,1,1,2,16677166.0,100000.0,90134:1;90135:1,4,,OrcheroRed
57183,6195,1,1,2,16677166.0,100000.0,90134:1;90135:1,4,,OrcheroRed
57184,6196,1,1,2,16677166.0,100000.0,90134:1;90135:1,4,,OrcheroRed
57185,6197,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57186,6198,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57187,6199,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57188,6200,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57189,6201,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57190,6202,1,1,2,16677166.0,100000.0,90399:1;90398:1,7,,Wanderman
57191,6203,1,1,2,16677166.0,100000.0,90399:1;90398:1,7,,Wanderman
57192,6204,1,1,2,16677166.0,100000.0,90399:1;90398:1,7,,Wanderman
57193,6205,1,1,2,16677166.0,100000.0,90399:1;90398:1,7,,Wanderman
57194,6206,1,1,2,16677166.0,100000.0,90399:1;90398:1,7,,Wanderman
57195,6207,1,1,2,16677166.0,100000.0,90458:1;90459:1,4,,Naghtsieger
57196,6208,1,1,2,16677166.0,100000.0,90458:1;90459:1,4,,Naghtsieger
57197,6209,1,1,2,16677166.0,100000.0,90458:1;90459:1,4,,Naghtsieger
57198,6210,1,1,2,16677166.0,100000.0,90458:1;90459:1,4,,Naghtsieger
57199,6211,1,1,2,16677166.0,100000.0,90458:1;90459:1,4,,Naghtsieger
57200,6212,1,1,2,16677166.0,100000.0,90437:1;90438:1,5,,PterosaurZI
57201,6213,1,1,2,16677166.0,100000.0,90437:1;90438:1,5,,PterosaurZI
57202,6214,1,1,2,16677166.0,100000.0,90437:1;90438:1,5,,PterosaurZI
57203,6215,1,1,2,16677166.0,100000.0,90437:1;90438:1,5,,PterosaurZI
57204,6216,1,1,2,16677166.0,100000.0,90437:1;90438:1,5,,PterosaurZI
57205,6217,1,1,2,16677166.0,100000.0,90431:1;90432:1,5,,Petit
57206,6218,1,1,2,16677166.0,100000.0,90431:1;90432:1,5,,Petit
57207,6219,1,1,2,16677166.0,100000.0,90431:1;90432:1,5,,Petit
57208,6220,1,1,2,16677166.0,100000.0,90431:1;90432:1,5,,Petit
57209,6221,1,1,2,16677166.0,100000.0,90431:1;90432:1,5,,Petit
57210,6222,1,1,2,16677166.0,100000.0,90170:1;90171:1,4,,BearORG
57211,6223,1,1,2,16677166.0,100000.0,90170:1;90171:1,4,,BearORG
57212,6224,1,1,2,16677166.0,100000.0,90170:1;90171:1,4,,BearORG
57213,6225,1,1,2,16677166.0,100000.0,90170:1;90171:1,4,,BearORG
57214,6226,1,1,2,16677166.0,100000.0,90170:1;90171:1,4,,BearORG
57215,6227,1,1,2,16677166.0,100000.0,90455:1;90456:1,4,,Detale
57216,6228,1,1,2,16677166.0,100000.0,90455:1;90456:1,4,,Detale
57217,6229,1,1,2,16677166.0,100000.0,90455:1;90456:1,4,,Detale
57218,6230,1,1,2,16677166.0,100000.0,90455:1;90456:1,4,,Detale
57219,6231,1,1,2,16677166.0,100000.0,90455:1;90456:1,4,,Detale
57220,6232,1,1,2,16677166.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
57221,6233,1,1,2,16677166.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
57222,6234,1,1,2,16677166.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
57223,6235,1,1,2,16677166.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
57224,6236,1,1,2,16677166.0,100000.0,90107:1;90108:1,4,,VagabondwolfST
57225,6237,1,1,2,16677166.0,100000.0,90401:1;90402:1,8,,Nightmare
57226,6238,1,1,2,16677166.0,100000.0,90401:1;90402:1,8,,Nightmare
57227,6239,1,1,2,16677166.0,100000.0,90401:1;90402:1,8,,Nightmare
57228,6240,1,1,2,16677166.0,100000.0,90401:1;90402:1,8,,Nightmare
57229,6241,1,1,2,16677166.0,100000.0,90401:1;90402:1,8,,Nightmare
57230,6242,1,1,2,16677166.0,100000.0,90407:1;90408:1,3,,SavageST
57231,6243,1,1,2,16677166.0,100000.0,90407:1;90408:1,3,,SavageST
57232,6244,1,1,2,16677166.0,100000.0,90407:1;90408:1,3,,SavageST
57233,6245,1,1,2,16677166.0,100000.0,90407:1;90408:1,3,,SavageST
57234,6246,1,1,2,16677166.0,100000.0,90407:1;90408:1,3,,SavageST
57235,6247,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57236,6248,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57237,6249,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57238,6250,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57239,6251,1,1,2,16677166.0,100000.0,90449:1;90450:1,4,,Rockgiants
57240,6252,1,1,2,16677166.0,100000.0,90452:1;90453:1,4,,RockST
57241,6253,1,1,2,16677166.0,100000.0,90452:1;90453:1,4,,RockST
57242,6254,1,1,2,16677166.0,100000.0,90452:1;90453:1,4,,RockST
57243,6255,1,1,2,16677166.0,100000.0,90452:1;90453:1,4,,RockST
57244,6256,1,1,2,16677166.0,100000.0,90452:1;90453:1,4,,RockST
57245,6257,1,1,2,16677166.0,100000.0,90428:1;90429:1,4,,Jakk
57246,6258,1,1,2,16677166.0,100000.0,90428:1;90429:1,4,,Jakk
57247,6259,1,1,2,16677166.0,100000.0,90428:1;90429:1,4,,Jakk
57248,6260,1,1,2,16677166.0,100000.0,90428:1;90429:1,4,,Jakk
57249,6261,1,1,2,16677166.0,100000.0,90428:1;90429:1,4,,Jakk
57250,6262,1,1,2,16677166.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
57251,6263,1,1,2,16677166.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
57252,6264,1,1,2,16677166.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
57253,6265,1,1,2,16677166.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
57254,6266,1,1,2,16677166.0,100000.0,90422:1;90423:1,7,,OrcSkeleton
57255,6267,1,1,2,16677166.0,100000.0,90464:1;90465:1,4,,Pyuriel
57256,6268,1,1,2,16677166.0,100000.0,90464:1;90465:1,4,,Pyuriel
57257,6269,1,1,2,16677166.0,100000.0,90464:1;90465:1,4,,Pyuriel
57258,6270,1,1,2,16677166.0,100000.0,90464:1;90465:1,4,,Pyuriel
57259,6271,1,1,2,16677166.0,100000.0,90464:1;90465:1,4,,Pyuriel
57260,6272,1,1,2,16677166.0,100000.0,90413:1;90414:1,3,,Magiccard
57261,6273,1,1,2,16677166.0,100000.0,90413:1;90414:1,3,,Magiccard
57262,6274,1,1,2,16677166.0,100000.0,90413:1;90414:1,3,,Magiccard
57263,6275,1,1,2,16677166.0,100000.0,90413:1;90414:1,3,,Magiccard
57264,6276,1,1,2,16677166.0,100000.0,90413:1;90414:1,3,,Magiccard
57265,6277,1,1,2,16677166.0,100000.0,90404:1;90405:1,8,,NightmareST
57266,6278,1,1,2,16677166.0,100000.0,90404:1;90405:1,8,,NightmareST
57267,6279,1,1,2,16677166.0,100000.0,90404:1;90405:1,8,,NightmareST
57268,6280,1,1,2,16677166.0,100000.0,90404:1;90405:1,8,,NightmareST
57269,6281,1,1,2,16677166.0,100000.0,90404:1;90405:1,8,,NightmareST
57270,6282,1,1,2,16677166.0,100000.0,90461:1;90462:1,4,,Lora
57271,6283,1,1,2,16677166.0,100000.0,90461:1;90462:1,4,,Lora
57272,6284,1,1,2,16677166.0,100000.0,90461:1;90462:1,4,,Lora
57273,6285,1,1,2,16677166.0,100000.0,90461:1;90462:1,4,,Lora
57274,6286,1,1,2,16677166.0,100000.0,90461:1;90462:1,4,,Lora
57275,6287,1,1,2,16677166.0,100000.0,90443:1;90444:1,3,,Stapo
57276,6288,1,1,2,16677166.0,100000.0,90443:1;90444:1,3,,Stapo
57277,6289,1,1,2,16677166.0,100000.0,90443:1;90444:1,3,,Stapo
57278,6290,1,1,2,16677166.0,100000.0,90443:1;90444:1,3,,Stapo
57279,6291,1,1,2,16677166.0,100000.0,90443:1;90444:1,3,,Stapo
57280,6292,1,1,2,16677166.0,100000.0,90416:1;90417:1,3,,Giearth
57281,6293,1,1,2,16677166.0,100000.0,90416:1;90417:1,3,,Giearth
57282,6294,1,1,2,16677166.0,100000.0,90416:1;90417:1,3,,Giearth
57283,6295,1,1,2,16677166.0,100000.0,90416:1;90417:1,3,,Giearth
57284,6296,1,1,2,16677166.0,100000.0,90416:1;90417:1,3,,Giearth
57285,6297,1,1,2,16677166.0,100000.0,90410:1;90411:1,3,,SavageGold
57286,6298,1,1,2,16677166.0,100000.0,90410:1;90411:1,3,,SavageGold
57287,6299,1,1,2,16677166.0,100000.0,90410:1;90411:1,3,,SavageGold
57288,6300,1,1,2,16677166.0,100000.0,90410:1;90411:1,3,,SavageGold
57289,6301,1,1,2,16677166.0,100000.0,90410:1;90411:1,3,,SavageGold
57290,6302,1,1,2,16677166.0,100000.0,90425:1;90426:1,7,,Skleworker
57291,6303,1,1,2,16677166.0,100000.0,90425:1;90426:1,7,,Skleworker
57292,6304,1,1,2,16677166.0,100000.0,90425:1;90426:1,7,,Skleworker
57293,6305,1,1,2,16677166.0,100000.0,90425:1;90426:1,7,,Skleworker
57294,6306,1,1,2,16677166.0,100000.0,90425:1;90426:1,7,,Skleworker
57295,6307,1,1,2,16677166.0,100000.0,90207:1;90208:1,7,,Goldenbug
57296,6308,1,1,2,16677166.0,100000.0,90207:1;90208:1,7,,Goldenbug
57297,6309,1,1,2,16677166.0,100000.0,90207:1;90208:1,7,,Goldenbug
57298,6310,1,1,2,16677166.0,100000.0,90207:1;90208:1,7,,Goldenbug
57299,6311,1,1,2,16677166.0,100000.0,90207:1;90208:1,7,,Goldenbug
57300,6312,1,1,2,16677166.0,100000.0,90419:1;90420:1,4,,Sandman
57301,6313,1,1,2,16677166.0,100000.0,90419:1;90420:1,4,,Sandman
57302,6314,1,1,2,16677166.0,100000.0,90419:1;90420:1,4,,Sandman
57303,6315,1,1,2,16677166.0,100000.0,90419:1;90420:1,4,,Sandman
57304,6316,1,1,2,16677166.0,100000.0,90419:1;90420:1,4,,Sandman
57305,6317,1,1,2,16677166.0,100000.0,90467:1;90468:1,4,,Ifrit
57306,6318,1,1,2,16677166.0,100000.0,90467:1;90468:1,4,,Ifrit
57307,6319,1,1,2,16677166.0,100000.0,90467:1;90468:1,4,,Ifrit
57308,6320,1,1,2,16677166.0,100000.0,90467:1;90468:1,4,,Ifrit
57309,6321,1,1,2,16677166.0,100000.0,90467:1;90468:1,4,,Ifrit
57310,6322,1,1,2,16677166.0,100000.0,90446:1;90447:1,3,,Wildrose
57311,6323,1,1,2,16677166.0,100000.0,90446:1;90447:1,3,,Wildrose
57312,6324,1,1,2,16677166.0,100000.0,90446:1;90447:1,3,,Wildrose
57313,6325,1,1,2,16677166.0,100000.0,90446:1;90447:1,3,,Wildrose
57314,6326,1,1,2,16677166.0,100000.0,90446:1;90447:1,3,,Wildrose
57315,6327,1,1,2,16677166.0,100000.0,90470:1;90471:1,4,,Muspellskoll
57316,6328,1,1,2,16677166.0,100000.0,90470:1;90471:1,4,,Muspellskoll
57317,6329,1,1,2,16677166.0,100000.0,90470:1;90471:1,4,,Muspellskoll
57318,6330,1,1,2,16677166.0,100000.0,90470:1;90471:1,4,,Muspellskoll
57319,6331,1,1,2,16677166.0,100000.0,90470:1;90471:1,4,,Muspellskoll
57320,6332,1,1,2,16677166.0,100000.0,90621:1;90622:1,4,95033:1,Knight_of_abyss
57321,6333,1,1,2,16677166.0,100000.0,90621:1;90622:1,4,95033:1,Knight_of_abyss
57322,6334,1,1,2,16677166.0,100000.0,90621:1;90622:1,4,95033:1,Knight_of_abyss
57323,6335,1,1,2,16677166.0,100000.0,90621:1;90622:1,4,95033:1,Knight_of_abyss
57324,6336,1,1,2,16677166.0,100000.0,90621:1;90622:1,4,95033:1,Knight_of_abyss
57325,6337,1,2,2,16677166.0,100000.0,90623:1;90624:1,7,95034:1,Stapo
57326,6338,1,1,2,16677166.0,100000.0,90623:1;90624:1,7,95034:1,Stapo
57327,6339,1,1,2,16677166.0,100000.0,90623:1;90624:1,5,95034:1,Stapo
57328,6340,1,1,2,16677166.0,100000.0,90623:1;90624:1,5,95034:1,Stapo
57329,6341,1,1,2,16677166.0,100000.0,90623:1;90624:1,5,95034:1,Stapo
57330,6342,1,1,2,16677166.0,100000.0,90625:1;90626:1,7,95037:1,Osiris
57331,6343,1,1,2,16677166.0,100000.0,90625:1;90626:1,7,95037:1,Osiris
57332,6344,1,1,2,16677166.0,100000.0,90625:1;90626:1,7,95037:1,Osiris
57333,6345,1,1,2,16677166.0,100000.0,90625:1;90626:1,7,95037:1,Osiris
57334,6346,1,1,2,16677166.0,100000.0,90625:1;90626:1,7,95037:1,Osiris
57335,6347,1,2,2,16677166.0,100000.0,90627:1;90628:1,8,95035:1;95036:1,Rakescaraba
57336,6348,1,2,2,16677166.0,100000.0,90627:1;90628:1,8,95035:1;95036:1,Rakescaraba
57337,6349,1,2,2,16677166.0,100000.0,90627:1;90628:1,8,95035:1;95036:1,Rakescaraba
57338,6350,1,2,2,16677166.0,100000.0,90627:1;90628:1,8,95035:1;95036:1,Rakescaraba
57339,6351,1,2,2,16677166.0,100000.0,90627:1;90628:1,8,95035:1;95036:1,Rakescaraba
57340,6352,1,1,2,16677166.0,100000.0,90617:1;90618:1,3,95029:1;95030:1,Sandman
57341,6353,1,1,2,16677166.0,100000.0,90617:1;90618:1,3,95029:1;95030:1,Sandman
57342,6354,1,1,2,16677166.0,100000.0,90617:1;90618:1,3,95029:1;95030:1,Sandman
57343,6355,1,1,2,16677166.0,100000.0,90617:1;90618:1,3,95029:1;95030:1,Sandman
57344,6356,1,1,2,16677166.0,100000.0,90617:1;90618:1,3,95029:1;95030:1,Sandman
57345,6357,1,1,2,16677166.0,100000.0,90619:1;90620:1,4,95031:1;95032:1,Gaix
57346,6358,1,1,2,16677166.0,100000.0,90619:1;90620:1,4,95031:1;95032:1,Gaix
57347,6359,1,1,2,16677166.0,100000.0,90619:1;90620:1,4,95031:1;95032:1,Gaix
57348,6360,1,1,2,16677166.0,100000.0,90619:1;90620:1,4,95031:1;95032:1,Gaix
57349,6361,1,1,2,16677166.0,100000.0,90619:1;90620:1,4,95031:1;95032:1,Gaix
57350,6362,1,1,2,16677166.0,100000.0,90629:1;90630:1,5,95038:1,Golem
57351,6363,1,1,2,16677166.0,100000.0,90629:1;90630:1,5,95038:1,Golem
57352,6364,1,1,2,16677166.0,100000.0,90629:1;90630:1,5,95038:1,Golem
57353,6365,1,1,2,16677166.0,100000.0,90629:1;90630:1,5,95038:1,Golem
57354,6366,1,1,2,16677166.0,100000.0,90629:1;90630:1,5,95038:1,Golem
57355,6367,1,1,2,16677166.0,100000.0,90631:1;90632:1,4,95039:1;95040:1,Swordfish
57356,6368,1,1,2,16677166.0,100000.0,90631:1;90632:1,4,95039:1;95040:1,Swordfish
57357,6369,1,1,2,16677166.0,100000.0,90631:1;90632:1,4,95039:1;95040:1,Swordfish
57358,6370,1,1,2,16677166.0,100000.0,90631:1;90632:1,4,95039:1;95040:1,Swordfish
57359,6371,1,1,2,16677166.0,100000.0,90631:1;90632:1,4,95039:1;95040:1,Swordfish
57360,6372,1,1,2,16677166.0,100000.0,90633:1;90634:1,4,95043:1;95044:1,RockST
57361,6373,1,1,2,16677166.0,100000.0,90633:1;90634:1,4,95043:1;95044:1,RockST
57362,6374,1,1,2,16677166.0,100000.0,90633:1;90634:1,4,95043:1;95044:1,RockST
57363,6375,1,1,2,16677166.0,100000.0,90633:1;90634:1,4,95043:1;95044:1,RockST
57364,6376,1,1,2,16677166.0,100000.0,90633:1;90634:1,4,95043:1;95044:1,RockST
57365,6377,1,1,2,16677166.0,100000.0,90635:1;90636:1,4,95041:1;95042:1,Fafnir
57366,6378,1,1,2,16677166.0,100000.0,90635:1;90636:1,4,95041:1;95042:1,Fafnir
57367,6379,1,1,2,16677166.0,100000.0,90635:1;90636:1,4,95041:1;95042:1,Fafnir
57368,6380,1,1,2,16677166.0,100000.0,90635:1;90636:1,4,95041:1;95042:1,Fafnir
57369,6381,1,1,2,16677166.0,100000.0,90635:1;90636:1,4,95041:1;95042:1,Fafnir
57370,6382,1,1,2,16677166.0,100000.0,90637:1;90638:1,7,95047:1;95048:1,Naghtsieger
57371,6383,1,1,2,16677166.0,100000.0,90637:1;90638:1,7,95047:1;95048:1,Naghtsieger
57372,6384,1,1,2,16677166.0,100000.0,90637:1;90638:1,7,95047:1;95048:1,Naghtsieger
57373,6385,1,1,2,16677166.0,100000.0,90637:1;90638:1,7,95047:1;95048:1,Naghtsieger
57374,6386,1,1,2,16677166.0,100000.0,90637:1;90638:1,7,95047:1;95048:1,Naghtsieger
57375,6387,1,1,2,16677166.0,100000.0,97022:1;97023:1,7,95112:1;95113:1,Osiris
57376,6388,1,1,2,16677166.0,100000.0,97022:1;97023:1,7,95112:1;95113:1,Osiris
57377,6389,1,1,2,16677166.0,100000.0,97022:1;97023:1,7,95112:1;95113:1,Osiris
57378,6390,1,1,2,16677166.0,100000.0,97022:1;97023:1,7,95112:1;95113:1,Osiris
57379,6391,1,1,2,16677166.0,100000.0,97022:1;97023:1,7,95112:1;95113:1,Osiris
57380,6392,1,1,2,16677166.0,100000.0,97020:1;97021:1,4,95110:1;95111:1,Drake
57381,6393,1,1,2,16677166.0,100000.0,97020:1;97021:1,4,95110:1;95111:1,Drake
57382,6394,1,1,2,16677166.0,100000.0,97020:1;97021:1,4,95110:1;95111:1,Drake
57383,6395,1,1,2,16677166.0,100000.0,97020:1;97021:1,4,95110:1;95111:1,Drake
57384,6396,1,1,2,16677166.0,100000.0,97020:1;97021:1,4,95110:1;95111:1,Drake
57385,6397,1,1,2,16677166.0,100000.0,97018:1;97019:1,7,95108:1;95109:1,BearST
57386,6398,1,1,2,16677166.0,100000.0,97018:1;97019:1,7,95108:1;95109:1,BearST
57387,6399,1,1,2,16677166.0,100000.0,97018:1;97019:1,7,95108:1;95109:1,BearST
57388,6400,1,1,2,16677166.0,100000.0,97018:1;97019:1,7,95108:1;95109:1,BearST
57389,6401,1,1,2,16677166.0,100000.0,97018:1;97019:1,7,95108:1;95109:1,BearST
57390,6402,1,4,2,16677166.0,100000.0,90578:1;90579:1,3,,Lora
57391,6403,1,4,2,16677166.0,100000.0,90578:1;90579:1,3,,Lora
57392,6404,1,4,2,16677166.0,100000.0,90578:1;90579:1,3,,Lora
57393,6405,1,4,2,16677166.0,100000.0,90578:1;90579:1,3,,Lora
57394,6406,1,4,2,16677166.0,100000.0,90578:1;90579:1,3,,Lora
57395,6407,1,4,2,16677166.0,100000.0,90581:1;90582:1,7,,Regin
57396,6408,1,4,2,16677166.0,100000.0,90581:1;90582:1,7,,Regin
57397,6409,1,4,2,16677166.0,100000.0,90581:1;90582:1,7,,Regin
57398,6410,1,4,2,16677166.0,100000.0,90581:1;90582:1,7,,Regin
57399,6411,1,4,2,16677166.0,100000.0,90581:1;90582:1,7,,Regin
62001,3240,1,1,1,242.0,20000.0,,8,,Whisper
62002,3241,1,1,1,242.0,20000.0,,4,,Wolf
62003,3242,1,1,1,242.0,20000.0,,3,,Bear
62004,3243,1,1,1,242.0,20000.0,,2,,ArgiopeSmall
62005,3244,1,1,1,242.0,20000.0,,3,,Orclady
63001,3245,1,2,1,642.0,20000.0,,2,,Greenworm
63002,3246,1,4,1,642.0,20000.0,,6,,Marionette
63003,3247,1,1,1,642.0,20000.0,,7,,Mummy
63004,3248,1,3,1,642.0,20000.0,,4,,FamiliarRed
63005,3249,1,1,1,3074.0,20000.0,,3,,Orkwarrior
64001,3250,1,1,1,3074.0,20000.0,,3,,Orkwarrior
64002,3251,1,3,1,3074.0,20000.0,,5,,Chonchonlv
64003,3252,1,1,1,3074.0,20000.0,,5,,Desterwolf
64004,3253,1,2,1,3074.0,20000.0,,2,,GoblinDao
64005,3254,1,1,1,3074.0,20000.0,,3,,Orclady
64006,3255,1,2,1,642.0,20000.0,,2,,Greenworm
64007,3256,1,1,1,242.0,20000.0,,4,,Wolf
65001,3257,1,1,1,6142.0,20000.0,,4,,Wolf
65002,3258,1,2,1,6142.0,20000.0,,2,,Greenworm
65003,3259,1,1,1,6142.0,20000.0,,5,,PecopecoSmall
66001,3260,1,2,1,8481.0,20000.0,,2,,Greenworm
66002,3261,1,1,1,8481.0,20000.0,,3,,Bear
66003,3262,1,1,1,8481.0,20000.0,,7,,Mummy
67001,3263,1,1,1,11058.0,20000.0,,2,,ArgiopeSmall
67002,3264,1,1,1,11058.0,20000.0,,3,,Bear
67003,3265,1,2,1,11058.0,20000.0,,2,,Greenworm
67004,3266,1,1,1,11058.0,20000.0,,3,,DokebiSmall
68001,3267,1,2,1,13284.0,20000.0,,2,,Greenworm
68002,3268,1,2,1,13284.0,20000.0,,7,,Matyr
68003,3269,1,1,1,13284.0,20000.0,,3,,Desterwolf
69001,3270,1,2,1,15300.0,20000.0,,2,,Greenworm
69002,3271,1,4,1,15300.0,20000.0,,7,,Rideword
71001,3272,1,1,2,300.0,20000.0,90019:1;90016:1,2,,Madkingrabbit
71002,3273,1,1,2,300.0,20000.0,90040:1;90041:1,6,,Mistress
71003,3274,1,1,2,300.0,20000.0,90023:1;80009:1;90027:1,5,,metaller
71004,3275,1,1,2,80.0,20000.0,90051:1;90053:1;90052:1;90055:1,6,,Aegeling
71005,3276,1,1,2,300.0,20000.0,,7,,KingPolly
71006,3277,1,1,2,300.0,20000.0,,7,,Baphomet
71007,3278,1,1,2,300.0,20000.0,90203:1;90204:1,4,,Tirfing
71008,3279,1,1,2,300.0,20000.0,90110:1;90111:1,8,,Ghostring
71009,3280,1,1,2,300.0,20000.0,90113:1;90114:1,7,,Dracula
71010,3281,1,1,2,300.0,20000.0,90117:1;90118:1,7,,Doppelganger
71011,3282,1,1,2,300.0,20000.0,90121:1;90122:1,3,,Orclord
71012,3283,1,1,2,300.0,20000.0,90125:1;90126:1,3,,Koboldleader
71013,3284,1,1,2,300.0,20000.0,90130:1;90131:1,4,,Goblinleader
71014,3285,1,1,2,300.0,20000.0,90134:1;90135:1,2,,Orchero
71015,3286,1,1,2,300.0,20000.0,90107:1;90108:1,5,,Vagabondwolf
71016,3287,1,1,2,300.0,20000.0,90138:1;90139:1,5,,Phreeoni
71017,3288,1,1,2,300.0,20000.0,90141:1;90142:1,6,,Pecopeco
71018,3289,1,1,2,280.0,20000.0,90145:1;90146:1,3,,Golem
71019,3290,1,1,2,300.0,20000.0,90152:1;90153:1,7,,Ancientmummy
71020,3291,1,1,2,300.0,20000.0,90156:1;90157:1,3,,Minorous
71021,3292,1,1,2,300.0,20000.0,90160:1;90161:1,7,,Pharaoh
71022,3293,1,1,2,300.0,20000.0,90163:1;90164:1,7,,Osiris
71023,3294,1,1,2,300.0,20000.0,90166:1;90167:1,2,,Argiope
71024,3295,1,1,2,300.0,20000.0,90170:1;90171:1,3,,BearST
71025,3296,1,1,2,300.0,20000.0,90174:1;90175:1,3,,Greatestgeneral
71026,3297,1,1,2,300.0,20000.0,90178:1;90179:1,3,,Dokebi
71027,3298,1,1,2,280.0,20000.0,90182:1;90183:1,3,,Eddga
71028,3299,1,1,2,300.0,20000.0,90189:1;90190:1,5,,NineTail
71029,3300,1,1,2,220.0,20000.0,90192:1;90193:1,5,,OwlbaronBlue
71030,3301,1,1,2,300.0,20000.0,90195:1;90196:1,6,,Moonlight
71031,3302,1,1,2,300.0,20000.0,90195:1;90196:1,6,,MoonlightST
71032,3303,1,1,2,300.0,20000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
71033,3304,1,1,2,220.0,20000.0,90192:1;90193:1,2,,OwlbaronRed
71034,3305,1,1,2,300.0,20000.0,90219:1;90220:1,7,,Darklord
71035,3306,1,1,2,300.0,20000.0,90145:1;90146:1,3,,Golem
71036,3307,1,1,2,300.0,20000.0,90134:1;90135:1,4,,OrcheroRed
71037,3308,1,1,2,300.0,20000.0,90449:1;90450:1,4,,Rockgiants
71038,3309,1,1,2,300.0,20000.0,90399:1;90398:1,7,,Wanderman
71039,3310,1,1,2,300.0,20000.0,90458:1;90459:1,4,,Naghtsieger
71040,3311,1,1,2,300.0,20000.0,90437:1;90438:1,5,,PterosaurZI
71041,3312,1,1,2,300.0,20000.0,90431:1;90432:1,5,,Petit
71042,3313,1,1,2,300.0,20000.0,90170:1;90171:1,4,,BearORG
71043,3314,1,1,2,300.0,20000.0,90455:1;90456:1,4,,Detale
71044,3315,1,1,2,300.0,20000.0,90107:1;90108:1,4,,VagabondwolfST
71045,3316,1,1,2,300.0,20000.0,90401:1;90402:1,8,,Nightmare
71046,3317,1,1,2,300.0,20000.0,90407:1;90408:1,3,,SavageST
71047,3318,1,1,2,300.0,20000.0,90449:1;90450:1,4,,Rockgiants
71048,3319,1,1,2,300.0,20000.0,90452:1;90453:1,4,,RockST
71049,3320,1,1,2,300.0,20000.0,90428:1;90429:1,4,,Jakk
71050,3321,1,1,2,300.0,20000.0,90422:1;90423:1,7,,OrcSkeleton
71051,3322,1,1,2,300.0,20000.0,90464:1;90465:1,4,,Pyuriel
71052,3323,1,1,2,300.0,20000.0,90413:1;90414:1,3,,Magiccard
71053,3324,1,1,2,300.0,20000.0,90404:1;90405:1,8,,NightmareST
71054,3325,1,1,2,300.0,20000.0,90461:1;90462:1,4,,Lora
71055,3326,1,1,2,300.0,20000.0,90443:1;90444:1,3,,Stapo
71056,3327,1,1,2,300.0,20000.0,90416:1;90417:1,3,,Giearth
71057,3328,1,1,2,300.0,20000.0,90410:1;90411:1,3,,SavageGold
71058,3329,1,1,2,300.0,20000.0,90425:1;90426:1,7,,Skleworker
71059,3330,1,1,2,300.0,20000.0,90207:1;90208:1,7,,Goldenbug
71060,3331,1,1,2,300.0,20000.0,90419:1;90420:1,4,,Sandman
