索引,BossID,掉落Buff列表,关卡Id,勇士积分
439,53137,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4014,1108
440,53077,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4014,831
441,53089,3000:59;3000:62;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4015,1623
442,53007,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4016,633
443,53027,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4016,673
444,53077,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4016,831
445,53107,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4016,1267
446,53112,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4016,1465
447,53012,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4017,1029
448,53082,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4017,950
449,53117,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4017,871
450,53047,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4017,1188
451,53052,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,4017,1227
452,53048,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4018,1188
453,53151,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4018,1306
454,53058,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4018,1425
455,53041,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4018,950
456,53148,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4018,1504
457,53141,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4019,712
458,53103,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4019,990
459,53018,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4019,554
460,53043,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4019,950
461,53021,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,4019,1584
462,53134,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4020,1663
463,53003,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,4021,594
464,53009,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,4021,633
465,53014,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,4021,1029
466,53019,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,4021,554
467,53029,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,4021,673
468,53064,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4022,752
469,53069,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4022,910
470,53074,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4022,1544
471,53084,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4022,950
472,53089,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4022,1623
473,53143,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4023,712
474,53094,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4023,1069
475,53069,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4023,910
476,53064,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4023,752
477,53099,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4023,1386
478,53004,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4024,594
479,53039,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4024,1148
480,53104,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4024,990
481,53139,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4024,1108
482,53079,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4024,831
483,53129,3000:60;3000:63;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4025,1702
484,53009,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4026,633
485,53029,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4026,673
486,53079,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4026,831
487,53109,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4026,1267
488,53114,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4026,1465
489,53014,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4027,1029
490,53084,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4027,950
491,53119,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4027,871
492,53049,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4027,1188
493,53054,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,4027,1227
494,53049,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4028,1188
495,53159,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4028,1346
496,53059,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4028,1425
497,53134,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4028,1663
498,53149,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4028,1504
499,53143,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4029,712
500,53123,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4029,1742
501,53128,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4029,1702
502,53133,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4029,1663
503,53023,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,4029,1584
504,53124,500:1;500:2;500:3,4030,1742
505,54210,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,5001,2154
506,54220,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,5001,2011
507,54300,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,5001,2249
508,54180,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,5001,1679
509,54185,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,5001,1869
510,54240,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5002,1932
511,54245,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5002,2724
512,54305,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5002,2439
513,54100,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5002,1647
514,54215,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5002,2819
515,54260,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5003,1631
516,54285,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5003,2201
517,54175,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5003,2486
518,54230,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5003,2106
519,54165,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5003,2581
520,54100,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5004,1647
521,54135,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5004,1663
522,54035,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5004,1805
523,54310,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5004,2059
524,54280,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5004,1900
525,54274,3000:59;3000:62;2000:10;2000:23;2000:32;2000:35;2000:38;2000:65;2000:105;100:146;100:137,5005,3120
526,54200,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5006,2629
527,54205,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5006,2676
528,54110,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5006,1726
529,54105,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5006,1774
530,54025,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5006,1742
531,54115,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5007,1599
532,54010,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5007,1694
533,54080,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5007,1615
534,54275,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5007,2534
535,54251,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,5007,2296
536,54170,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,5008,2867
537,54250,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,5008,2296
538,54290,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,5008,2344
539,54295,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,5008,1710
540,54160,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,5008,2772
541,54225,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5009,2391
542,54020,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5009,1837
543,54120,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5009,1964
544,54270,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5009,3120
545,54306,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5009,2439
546,54194,4000:80;4000:83;4000:41;4000:44;4000:68;4000:71;4000:92;4000:95;4000:110;4000:113;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,5010,3358
547,54212,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,5011,2154
548,54222,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,5011,2011
549,54302,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,5011,2249
550,54182,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,5011,1679
551,54187,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,5011,1869
552,54242,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5012,1932
553,54247,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5012,2724
554,54307,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5012,2439
555,54102,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5012,1647
556,54217,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5012,2819
557,54262,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5013,1631
558,54287,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5013,2201
559,54177,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5013,2486
560,54232,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5013,2106
561,54167,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5013,2581
562,54102,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5014,1647
563,54137,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5014,1663
564,54037,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5014,1805
565,54312,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5014,2059
566,54282,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5014,1900
567,54259,3000:59;3000:62;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5015,3595
568,54202,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5016,2629
569,54207,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5016,2676
570,54112,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5016,1726
571,54107,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5016,1774
572,54027,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5016,1742
573,54117,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5017,1599
574,54012,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5017,1694
575,54082,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5017,1615
576,54277,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5017,2534
577,54253,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,5017,2296
578,54172,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5018,2867
579,54252,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5018,2296
580,54292,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5018,2344
581,54297,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5018,1710
582,54162,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5018,2772
583,54227,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5019,2391
584,54022,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5019,1837
585,54122,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5019,1964
586,54272,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5019,3120
587,54308,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,5019,2439
588,54269,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5020,3833
589,54214,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,5021,2154
590,54224,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,5021,2011
591,54304,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,5021,2249
592,54184,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,5021,1679
593,54189,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,5021,1869
594,54244,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5022,1932
595,54249,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5022,2724
596,54309,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5022,2439
597,54104,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5022,1647
598,54219,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5022,2819
599,54264,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5023,1631
600,54289,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5023,2201
601,54179,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5023,2486
602,54234,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5023,2106
603,54169,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5023,2581
604,54104,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5024,1647
605,54139,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5024,1663
606,54039,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5024,1805
607,54314,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5024,2059
608,54284,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5024,1900
609,54319,3000:60;3000:63;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5025,4070
610,54204,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5026,2629
611,54209,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5026,2676
612,54114,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5026,1726
613,54109,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5026,1774
614,54029,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5026,1742
615,54119,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5027,1599
616,54014,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5027,1694
617,54084,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5027,1615
618,54279,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5027,2534
619,54254,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,5027,2296
620,54174,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5028,2867
621,54254,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5028,2296
